[INFO] [1789097395.493044301] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-plane ICP)
[INFO] [1789097395.493128136] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789097395.493136239] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789097395.493142202] [lidar_inertial_odometer]:   ring   : selection=all band=[30,63] -> 34/64 ch (dropped 0 above + 30 below)
[INFO] [1789097395.493149136] [lidar_inertial_odometer]:   normal : loam_curvature
[INFO] [1789097401.019136827] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789097406.091298661] [lidar_inertial_odometer]: odometer initialized (t=1317400963.391)
[lio] initialized at t=1317400963.390639 | |a|=9.844 m/s^2
[lio] t=1317401341.212 | feat 4133/8160 | map   4162 | icp ok  iter 12 corr  3720 rms 0.0512   58.57 ms | p=(  557.63  -125.43 -11.85) v=6.64 m/s [KF]
[lio] t=1317401341.316 | feat 3929/8160 | map   4209 | icp ok  iter  4 corr  3602 rms 0.0422   18.34 ms | p=(  558.29  -125.18 -11.92) v=6.95 m/s
[lio] t=1317401341.420 | feat 3615/8160 | map   4209 | icp ok  iter  4 corr  3258 rms 0.0451   16.33 ms | p=(  558.95  -124.93 -11.95) v=7.01 m/s [KF]
[lio] t=1317401341.524 | feat 3736/8160 | map   4217 | icp ok  iter  4 corr  3390 rms 0.0379   17.41 ms | p=(  559.66  -124.68 -12.02) v=7.34 m/s
[lio] t=1317401341.628 | feat 3691/8160 | map   4217 | icp ok  iter  6 corr  3254 rms 0.0541   24.01 ms | p=(  560.36  -124.45 -12.07) v=7.39 m/s [KF]
[lio] t=1317401341.732 | feat 3314/8160 | map   4232 | icp ok  iter  3 corr  2934 rms 0.0355   12.82 ms | p=(  561.12  -124.19 -12.12) v=7.76 m/s
[lio] t=1317401341.836 | feat 3582/8160 | map   4232 | icp ok  iter  4 corr  3213 rms 0.0492   16.94 ms | p=(  561.87  -123.94 -12.17) v=7.82 m/s [KF]
[lio] t=1317401341.940 | feat 3923/8160 | map   4211 | icp ok  iter  5 corr  3519 rms 0.0394   22.33 ms | p=(  562.64  -123.68 -12.22) v=8.00 m/s
[lio] t=1317401342.044 | feat 4011/8160 | map   4211 | icp ok  iter  5 corr  3550 rms 0.0595   22.12 ms | p=(  563.41  -123.45 -12.29) v=8.02 m/s [KF]
[lio] t=1317401342.148 | feat 4082/8160 | map   4256 | icp ok  iter  5 corr  3646 rms 0.0423   21.83 ms | p=(  564.19  -123.21 -12.35) v=8.06 m/s
[lio] t=1317401342.252 | feat 3837/8160 | map   4256 | icp ok  iter  4 corr  3247 rms 0.0515   18.04 ms | p=(  565.04  -122.97 -12.41) v=8.44 m/s [KF]
[lio] t=1317401342.356 | feat 3646/8160 | map   4310 | icp ok  iter  5 corr  3120 rms 0.0410   18.51 ms | p=(  565.84  -122.75 -12.46) v=8.30 m/s
[lio] t=1317401342.459 | feat 3969/8160 | map   4310 | icp ok  iter  5 corr  3115 rms 0.0698   19.72 ms | p=(  566.75  -122.50 -12.52) v=8.90 m/s [KF]
[lio] t=1317401342.563 | feat 4337/8160 | map   4348 | icp ok  iter  4 corr  3886 rms 0.0412   17.04 ms | p=(  567.59  -122.28 -12.58) v=8.70 m/s
[lio] t=1317401342.667 | feat 4167/8160 | map   4348 | icp ok  iter  4 corr  3698 rms 0.0455   17.48 ms | p=(  568.45  -122.07 -12.66) v=8.72 m/s [KF]
[lio] t=1317401342.771 | feat 4009/8160 | map   4366 | icp ok  iter  4 corr  3505 rms 0.0411   16.95 ms | p=(  569.31  -121.84 -12.72) v=8.75 m/s
[lio] t=1317401342.875 | feat 3757/8160 | map   4366 | icp ok  iter  4 corr  3013 rms 0.0404   14.05 ms | p=(  570.24  -121.61 -12.79) v=9.20 m/s [KF]
[lio] t=1317401342.979 | feat 3725/8160 | map   4376 | icp ok  iter  4 corr  3265 rms 0.0412   16.09 ms | p=(  571.10  -121.40 -12.85) v=8.90 m/s
[lio] t=1317401343.083 | feat 3733/8160 | map   4376 | icp ok  iter  4 corr  3171 rms 0.0467   15.50 ms | p=(  572.03  -121.17 -12.91) v=9.23 m/s [KF]
[lio] t=1317401343.187 | feat 3898/8160 | map   4345 | icp ok  iter  6 corr  3409 rms 0.0399   26.23 ms | p=(  572.93  -120.95 -12.96) v=9.15 m/s
[lio] t=1317401343.290 | feat 3593/8160 | map   4345 | icp ok  iter  5 corr  3121 rms 0.0456   18.06 ms | p=(  573.86  -120.72 -13.03) v=9.29 m/s [KF]
[lio] t=1317401343.394 | feat 3827/8160 | map   4331 | icp ok  iter  6 corr  3231 rms 0.0479   24.97 ms | p=(  574.77  -120.49 -13.10) v=9.24 m/s
[lio] t=1317401343.498 | feat 3536/8160 | map   4331 | icp ok  iter  5 corr  3008 rms 0.0440   18.69 ms | p=(  575.70  -120.25 -13.17) v=9.37 m/s [KF]
[lio] t=1317401343.602 | feat 3522/8160 | map   4331 | icp ok  iter  4 corr  2945 rms 0.0395   15.18 ms | p=(  576.62  -120.01 -13.25) v=9.35 m/s
[lio] t=1317401343.706 | feat 3626/8160 | map   4331 | icp ok  iter 12 corr  3046 rms 0.0401   45.57 ms | p=(  577.56  -119.76 -13.32) v=9.48 m/s [KF]
[lio] t=1317401343.810 | feat 3685/8160 | map   4328 | icp ok  iter  5 corr  3089 rms 0.0422   18.43 ms | p=(  578.50  -119.52 -13.38) v=9.48 m/s
[lio] t=1317401343.914 | feat 3883/8160 | map   4328 | icp ok  iter  4 corr  3308 rms 0.0754   16.58 ms | p=(  579.47  -119.27 -13.46) v=9.63 m/s [KF]
[lio] t=1317401344.018 | feat 3808/8160 | map   4327 | icp ok  iter  4 corr  3193 rms 0.0411   16.75 ms | p=(  580.41  -119.03 -13.52) v=9.53 m/s
[lio] t=1317401344.122 | feat 4239/8160 | map   4327 | icp ok  iter  4 corr  3681 rms 0.0423   16.41 ms | p=(  581.35  -118.79 -13.59) v=9.46 m/s [KF]
[lio] t=1317401344.225 | feat 4105/8160 | map   4296 | icp ok  iter  4 corr  3631 rms 0.0443   20.06 ms | p=(  582.29  -118.54 -13.64) v=9.45 m/s
[lio] t=1317401344.329 | feat 3705/8160 | map   4296 | icp ok  iter  4 corr  3191 rms 0.0419   16.00 ms | p=(  583.24  -118.29 -13.71) v=9.49 m/s [KF]
[lio] t=1317401344.433 | feat 3702/8160 | map   4193 | icp ok  iter  6 corr  3266 rms 0.0432   24.54 ms | p=(  584.17  -118.05 -13.78) v=9.42 m/s
[lio] t=1317401344.537 | feat 3506/8160 | map   4193 | icp ok  iter  4 corr  3021 rms 0.0389   14.77 ms | p=(  585.11  -117.80 -13.85) v=9.42 m/s [KF]
[lio] t=1317401344.641 | feat 3041/8160 | map   4079 | icp ok  iter  5 corr  2612 rms 0.0328   14.60 ms | p=(  586.05  -117.55 -13.91) v=9.44 m/s
[lio] t=1317401344.745 | feat 3106/8160 | map   4079 | icp ok  iter  4 corr  2662 rms 0.0347   11.83 ms | p=(  586.97  -117.30 -13.98) v=9.34 m/s [KF]
[lio] t=1317401344.849 | feat 3016/8160 | map   3963 | icp ok  iter  4 corr  2532 rms 0.0407   14.14 ms | p=(  587.88  -117.06 -14.04) v=9.26 m/s
[lio] t=1317401344.953 | feat 2888/8160 | map   3963 | icp ok  iter  4 corr  2323 rms 0.0367   11.07 ms | p=(  588.83  -116.80 -14.11) v=9.39 m/s [KF]
[lio] t=1317401345.056 | feat 3173/8160 | map   3861 | icp ok  iter  8 corr  2669 rms 0.0494   28.23 ms | p=(  589.73  -116.57 -14.16) v=9.20 m/s
[lio] t=1317401345.160 | feat 3175/8160 | map   3861 | icp ok  iter  4 corr  2674 rms 0.0426   14.66 ms | p=(  590.65  -116.32 -14.23) v=9.22 m/s [KF]
[lio] t=1317401345.264 | feat 2913/8160 | map   3764 | icp ok  iter  5 corr  2463 rms 0.0335   13.31 ms | p=(  591.55  -116.07 -14.29) v=9.10 m/s
[lio] t=1317401345.368 | feat 3401/8160 | map   3764 | icp ok  iter  4 corr  2888 rms 0.0444   14.93 ms | p=(  592.47  -115.81 -14.36) v=9.19 m/s [KF]
[lio] t=1317401345.472 | feat 2877/8160 | map   3703 | icp ok  iter  4 corr  2282 rms 0.0315   10.56 ms | p=(  593.37  -115.56 -14.42) v=9.09 m/s
[lio] t=1317401345.576 | feat 2945/8160 | map   3703 | icp ok  iter  4 corr  2266 rms 0.1093   13.56 ms | p=(  594.26  -115.31 -14.50) v=9.04 m/s [KF]
[lio] t=1317401345.680 | feat 3033/8160 | map   3679 | icp ok  iter  4 corr  2550 rms 0.0345   12.50 ms | p=(  595.16  -115.05 -14.54) v=9.00 m/s
[lio] t=1317401345.784 | feat 3009/8160 | map   3679 | icp ok  iter  3 corr  2347 rms 0.0712    9.99 ms | p=(  596.06  -114.80 -14.61) v=8.96 m/s [KF]
[lio] t=1317401345.888 | feat 2922/8160 | map   3652 | icp ok  iter  4 corr  2330 rms 0.0287   11.55 ms | p=(  596.90  -114.55 -14.65) v=8.61 m/s
[lio] t=1317401345.991 | feat 2903/8160 | map   3652 | icp ok  iter  4 corr  2221 rms 0.0331   10.04 ms | p=(  597.74  -114.31 -14.72) v=8.44 m/s [KF]
[lio] t=1317401346.095 | feat 2754/8160 | map   3610 | icp ok  iter  4 corr  2256 rms 0.0681   11.37 ms | p=(  598.56  -114.07 -14.78) v=8.23 m/s
[lio] t=1317401346.199 | feat 2774/8160 | map   3610 | icp ok  iter  4 corr  2238 rms 0.0473   10.38 ms | p=(  599.36  -113.84 -14.83) v=8.02 m/s [KF]
[lio] t=1317401346.303 | feat 2734/8160 | map   3577 | icp ok  iter  5 corr  2202 rms 0.0351   12.84 ms | p=(  600.11  -113.61 -14.88) v=7.68 m/s
[lio] t=1317401346.407 | feat 2530/8160 | map   3577 | icp ok  iter  4 corr  1977 rms 0.0433    9.25 ms | p=(  600.87  -113.39 -14.94) v=7.52 m/s [KF]
[lio] t=1317401346.511 | feat 2658/8160 | map   3496 | icp ok  iter  3 corr  2146 rms 0.0818    8.19 ms | p=(  601.59  -113.18 -14.98) v=7.26 m/s
[lio] t=1317401346.615 | feat 2737/8160 | map   3496 | icp ok  iter  3 corr  2192 rms 0.0962    7.44 ms | p=(  602.31  -112.98 -15.03) v=7.05 m/s [KF]
[lio] t=1317401346.719 | feat 2615/8160 | map   3477 | icp ok  iter  3 corr  2192 rms 0.0818    7.91 ms | p=(  602.99  -112.78 -15.07) v=6.81 m/s
[lio] t=1317401346.823 | feat 2653/8160 | map   3477 | icp ok  iter  3 corr  2135 rms 0.0912    9.42 ms | p=(  603.65  -112.60 -15.13) v=6.55 m/s [KF]
[lio] t=1317401346.927 | feat 2514/8160 | map   3468 | icp ok  iter  4 corr  1999 rms 0.0374    8.97 ms | p=(  604.28  -112.41 -15.17) v=6.33 m/s
[lio] t=1317401347.031 | feat 2665/8160 | map   3468 | icp ok  iter  3 corr  2110 rms 0.0394    8.04 ms | p=(  604.90  -112.24 -15.21) v=6.08 m/s [KF]
[lio] t=1317401347.135 | feat 2668/8160 | map   3441 | icp ok  iter  4 corr  2139 rms 0.0302    9.62 ms | p=(  605.48  -112.09 -15.25) v=5.82 m/s
[lio] t=1317401347.239 | feat 2699/8160 | map   3441 | icp ok  iter  3 corr  2160 rms 0.0580    7.90 ms | p=(  606.03  -111.93 -15.28) v=5.46 m/s [KF]
[lio] t=1317401347.343 | feat 2682/8160 | map   3437 | icp ok  iter  5 corr  2206 rms 0.0391   13.33 ms | p=(  606.55  -111.81 -15.31) v=5.17 m/s
[lio] t=1317401347.447 | feat 2792/8160 | map   3437 | icp ok  iter 12 corr  2268 rms 0.0500   36.62 ms | p=(  607.05  -111.67 -15.33) v=4.93 m/s [KF]
[lio] t=1317401347.551 | feat 2608/8160 | map   3446 | icp ok  iter  4 corr  2142 rms 0.0384   10.58 ms | p=(  607.55  -111.55 -15.37) v=4.81 m/s
[lio] t=1317401347.655 | feat 3256/8160 | map   3446 | icp ok  iter  4 corr  2692 rms 0.0466   11.96 ms | p=(  608.01  -111.44 -15.39) v=4.53 m/s
[lio] t=1317401347.759 | feat 3125/8160 | map   3446 | icp ok  iter  6 corr  2535 rms 0.0461   17.48 ms | p=(  608.43  -111.37 -15.41) v=4.19 m/s [KF]
[lio] t=1317401347.863 | feat 3240/8160 | map   3424 | icp ok  iter  4 corr  2883 rms 0.0371   12.92 ms | p=(  608.87  -111.27 -15.44) v=4.15 m/s
[lio] t=1317401347.968 | feat 3360/8160 | map   3424 | icp ok  iter  5 corr  2947 rms 0.0383   16.96 ms | p=(  609.26  -111.19 -15.45) v=3.90 m/s
[lio] t=1317401348.072 | feat 2951/8160 | map   3424 | icp ok  iter  4 corr  2602 rms 0.0374   11.77 ms | p=(  609.65  -111.14 -15.48) v=3.85 m/s [KF]
[lio] t=1317401348.176 | feat 2917/8160 | map   3413 | icp ok  iter  4 corr  2709 rms 0.0315   12.66 ms | p=(  610.03  -111.08 -15.49) v=3.69 m/s
[lio] t=1317401348.280 | feat 2977/8160 | map   3413 | icp ok  iter  3 corr  2740 rms 0.0332   10.58 ms | p=(  610.40  -111.04 -15.52) v=3.64 m/s
[lio] t=1317401348.384 | feat 2817/8160 | map   3413 | icp ok  iter  4 corr  2581 rms 0.0424   11.65 ms | p=(  610.77  -110.99 -15.53) v=3.62 m/s [KF]
[lio] t=1317401348.489 | feat 2876/8160 | map   3449 | icp ok  iter  3 corr  2658 rms 0.0362    9.93 ms | p=(  611.12  -110.98 -15.56) v=3.53 m/s
[lio] t=1317401348.593 | feat 2925/8160 | map   3449 | icp ok  iter  4 corr  2716 rms 0.0342   11.67 ms | p=(  611.48  -110.96 -15.57) v=3.50 m/s
[lio] t=1317401348.697 | feat 2749/8160 | map   3449 | icp ok  iter  4 corr  2506 rms 0.0327   11.99 ms | p=(  611.84  -110.97 -15.59) v=3.46 m/s [KF]
[lio] t=1317401348.801 | feat 3014/8160 | map   3472 | icp ok  iter  4 corr  2798 rms 0.0304   13.51 ms | p=(  612.20  -110.98 -15.62) v=3.48 m/s
[lio] t=1317401348.906 | feat 2919/8160 | map   3472 | icp ok  iter  4 corr  2675 rms 0.0385   12.89 ms | p=(  612.52  -111.01 -15.64) v=3.31 m/s
[lio] t=1317401349.010 | feat 3130/8160 | map   3472 | icp ok  iter  6 corr  2895 rms 0.0376   20.87 ms | p=(  612.86  -111.05 -15.66) v=3.35 m/s [KF]
[lio] t=1317401349.114 | feat 3006/8160 | map   3444 | icp ok  iter  4 corr  2801 rms 0.0304   14.73 ms | p=(  613.20  -111.10 -15.67) v=3.34 m/s
[lio] t=1317401349.218 | feat 3129/8160 | map   3444 | icp ok  iter  3 corr  2983 rms 0.0340   10.23 ms | p=(  613.52  -111.15 -15.70) v=3.28 m/s
[lio] t=1317401349.322 | feat 3181/8160 | map   3444 | icp ok  iter  5 corr  3010 rms 0.0347   17.98 ms | p=(  613.88  -111.23 -15.73) v=3.45 m/s [KF]
[lio] t=1317401349.427 | feat 3039/8160 | map   3490 | icp ok  iter  4 corr  2923 rms 0.0307   13.71 ms | p=(  614.19  -111.31 -15.76) v=3.31 m/s
[lio] t=1317401349.531 | feat 3058/8160 | map   3490 | icp ok  iter  4 corr  2911 rms 0.0348   14.52 ms | p=(  614.50  -111.41 -15.78) v=3.25 m/s
[lio] t=1317401349.635 | feat 2810/8160 | map   3490 | icp ok  iter  3 corr  2650 rms 0.0539   10.67 ms | p=(  614.80  -111.55 -15.81) v=3.30 m/s
[lio] t=1317401349.739 | feat 2759/8160 | map   3490 | icp ok  iter  4 corr  2560 rms 0.0439   13.41 ms | p=(  615.10  -111.64 -15.82) v=3.21 m/s [KF]
[lio] t=1317401349.843 | feat 2856/8160 | map   3502 | icp ok  iter  4 corr  2730 rms 0.0316   13.45 ms | p=(  615.43  -111.82 -15.85) v=3.59 m/s
[lio] t=1317401349.947 | feat 2783/8160 | map   3502 | icp ok  iter  4 corr  2605 rms 0.0444   13.61 ms | p=(  615.75  -111.93 -15.89) v=3.51 m/s
[lio] t=1317401350.051 | feat 3294/8160 | map   3502 | icp ok  iter  4 corr  3141 rms 0.0414   14.85 ms | p=(  616.09  -112.16 -15.93) v=3.96 m/s [KF]
[lio] t=1317401350.155 | feat 2840/8160 | map   3496 | icp ok  iter  4 corr  2726 rms 0.0333   11.89 ms | p=(  616.42  -112.36 -15.99) v=3.99 m/s
[lio] t=1317401350.259 | feat 2877/8160 | map   3496 | icp ok  iter  5 corr  2730 rms 0.0348   16.44 ms | p=(  616.76  -112.59 -16.04) v=4.12 m/s
[lio] t=1317401350.363 | feat 3112/8160 | map   3496 | icp ok  iter  5 corr  2954 rms 0.0405   22.03 ms | p=(  617.10  -112.85 -16.08) v=4.30 m/s [KF]
[lio] t=1317401350.467 | feat 3348/8160 | map   3491 | icp ok  iter  5 corr  3219 rms 0.0335   20.10 ms | p=(  617.43  -113.12 -16.10) v=4.37 m/s
[lio] t=1317401350.571 | feat 3116/8160 | map   3491 | icp ok  iter  5 corr  2913 rms 0.0365   18.44 ms | p=(  617.78  -113.42 -16.14) v=4.60 m/s
[lio] t=1317401350.674 | feat 3176/8160 | map   3491 | icp ok  iter  5 corr  2962 rms 0.0464   19.87 ms | p=(  618.14  -113.78 -16.16) v=4.94 m/s [KF]
[lio] t=1317401350.778 | feat 3247/8160 | map   3465 | icp ok  iter  4 corr  2987 rms 0.0351   14.75 ms | p=(  618.49  -114.10 -16.21) v=4.94 m/s
[lio] t=1317401350.882 | feat 3349/8160 | map   3465 | icp ok  iter  4 corr  3027 rms 0.0420   17.21 ms | p=(  618.86  -114.42 -16.25) v=4.96 m/s
[lio] t=1317401350.986 | feat 3155/8160 | map   3465 | icp ok  iter  8 corr  2777 rms 0.0571   33.35 ms | p=(  619.11  -114.34 -16.28) v=3.13 m/s [KF]
[lio] t=1317401351.090 | feat 3106/8160 | map   3501 | icp ok  iter  7 corr  2771 rms 0.0334   25.89 ms | p=(  619.49  -114.84 -16.31) v=4.93 m/s
[lio] t=1317401351.194 | feat 3457/8160 | map   3501 | icp ok  iter 12 corr  3083 rms 0.0437   54.76 ms | p=(  619.97  -115.77 -16.36) v=8.21 m/s [KF]
[lio] t=1317401351.298 | feat 3472/8160 | map   3505 | icp ok  iter  5 corr  3198 rms 0.0461   22.03 ms | p=(  620.33  -116.21 -16.40) v=6.68 m/s
[lio] t=1317401351.402 | feat 3076/8160 | map   3505 | icp ok  iter 12 corr  2722 rms 0.0355   40.66 ms | p=(  620.69  -116.70 -16.45) v=6.36 m/s [KF]
[lio] t=1317401351.505 | feat 3356/8160 | map   3514 | icp ok  iter  4 corr  3013 rms 0.0472   15.73 ms | p=(  621.09  -117.37 -16.51) v=7.25 m/s
[lio] t=1317401351.609 | feat 3059/8160 | map   3514 | icp ok  iter  6 corr  2763 rms 0.0384   23.80 ms | p=(  621.40  -117.83 -16.54) v=6.22 m/s [KF]
[lio] t=1317401351.713 | feat 3139/8160 | map   3535 | icp ok  iter 12 corr  2890 rms 0.0312   45.73 ms | p=(  621.73  -118.37 -16.58) v=6.34 m/s
[lio] t=1317401351.817 | feat 2960/8160 | map   3535 | icp ok  iter  5 corr  2666 rms 0.0394   17.52 ms | p=(  622.06  -118.96 -16.62) v=6.59 m/s [KF]
[lio] t=1317401351.921 | feat 3029/8160 | map   3519 | icp ok  iter 12 corr  2815 rms 0.0287   49.07 ms | p=(  622.40  -119.67 -16.66) v=7.31 m/s
[lio] t=1317401352.025 | feat 3113/8160 | map   3519 | icp ok  iter  7 corr  2903 rms 0.0335   28.85 ms | p=(  622.70  -120.32 -16.69) v=7.22 m/s [KF]
[lio] t=1317401352.129 | feat 3142/8160 | map   3528 | icp ok  iter  6 corr  2939 rms 0.0460   25.90 ms | p=(  622.96  -120.88 -16.72) v=6.60 m/s
[lio] t=1317401352.233 | feat 3090/8160 | map   3528 | icp ok  iter  6 corr  2875 rms 0.0297   21.68 ms | p=(  623.26  -121.69 -16.75) v=7.84 m/s [KF]
[lio] t=1317401352.336 | feat 3205/8160 | map   3556 | icp ok  iter 12 corr  2968 rms 0.0291   53.36 ms | p=(  623.54  -122.44 -16.79) v=7.89 m/s
[lio] t=1317401352.440 | feat 3121/8160 | map   3556 | icp ok  iter 12 corr  2838 rms 0.0290   47.43 ms | p=(  623.77  -123.26 -16.81) v=8.19 m/s [KF]
[lio] t=1317401352.544 | feat 3338/8160 | map   3614 | icp ok  iter  8 corr  2997 rms 0.0317   35.09 ms | p=(  624.08  -124.16 -16.85) v=8.94 m/s
[lio] t=1317401352.647 | feat 3244/8160 | map   3614 | icp ok  iter  5 corr  2762 rms 0.0324   21.24 ms | p=(  624.26  -124.78 -16.87) v=7.42 m/s [KF]
[lio] t=1317401352.751 | feat 3902/8160 | map   3685 | icp ok  iter  4 corr  3475 rms 0.0410   19.11 ms | p=(  624.47  -125.53 -16.90) v=7.63 m/s
[lio] t=1317401352.855 | feat 3600/8160 | map   3685 | icp ok  iter  5 corr  3278 rms 0.0536   22.63 ms | p=(  624.80  -126.44 -16.93) v=8.83 m/s [KF]
[lio] t=1317401352.958 | feat 3503/8160 | map   3768 | icp ok  iter  4 corr  3142 rms 0.0368   18.91 ms | p=(  625.02  -127.27 -16.96) v=8.60 m/s
[lio] t=1317401353.062 | feat 3940/8160 | map   3768 | icp ok  iter  5 corr  3603 rms 0.0405   24.75 ms | p=(  625.16  -128.09 -16.98) v=8.31 m/s [KF]
[lio] t=1317401353.166 | feat 3866/8160 | map   3848 | icp ok  iter  7 corr  3543 rms 0.0392   34.51 ms | p=(  625.44  -128.98 -17.01) v=8.83 m/s
[lio] t=1317401353.270 | feat 3686/8160 | map   3848 | icp ok  iter  4 corr  3309 rms 0.0481   16.67 ms | p=(  625.66  -129.84 -17.04) v=8.78 m/s [KF]
[lio] t=1317401353.373 | feat 3832/8160 | map   3890 | icp ok  iter  4 corr  3487 rms 0.0285   18.09 ms | p=(  625.89  -130.72 -17.07) v=8.94 m/s
[lio] t=1317401353.477 | feat 3825/8160 | map   3890 | icp ok  iter  4 corr  3424 rms 0.0410   17.72 ms | p=(  626.13  -131.64 -17.11) v=9.17 m/s [KF]
[lio] t=1317401353.581 | feat 3915/8160 | map   3927 | icp ok  iter  3 corr  3572 rms 0.0315   12.64 ms | p=(  626.37  -132.56 -17.14) v=9.32 m/s
[lio] t=1317401353.685 | feat 3774/8160 | map   3927 | icp ok  iter  4 corr  3348 rms 0.0403   18.38 ms | p=(  626.65  -133.48 -17.17) v=9.41 m/s [KF]
[lio] t=1317401353.788 | feat 3516/8160 | map   3968 | icp ok  iter  4 corr  3262 rms 0.0385   17.29 ms | p=(  626.87  -134.44 -17.20) v=9.55 m/s
[lio] t=1317401353.892 | feat 3362/8160 | map   3968 | icp ok  iter  6 corr  3116 rms 0.0370   24.53 ms | p=(  627.11  -135.39 -17.23) v=9.63 m/s [KF]
[lio] t=1317401353.996 | feat 3080/8160 | map   3975 | icp ok  iter  4 corr  2817 rms 0.0303   14.24 ms | p=(  627.36  -136.36 -17.27) v=9.81 m/s [KF]
[lio] t=1317401354.100 | feat 2627/8160 | map   3967 | icp ok  iter  4 corr  2419 rms 0.0258   12.43 ms | p=(  627.61  -137.37 -17.30) v=10.01 m/s [KF]
[lio] t=1317401354.204 | feat 2401/8160 | map   3924 | icp ok  iter  4 corr  2061 rms 0.0295   10.40 ms | p=(  627.88  -138.35 -17.35) v=10.01 m/s [KF]
[lio] t=1317401354.307 | feat 2296/8160 | map   3893 | icp ok  iter  4 corr  2060 rms 0.0401    9.57 ms | p=(  628.12  -139.35 -17.39) v=10.06 m/s [KF]
[lio] t=1317401354.411 | feat 2257/8160 | map   3856 | icp ok  iter  4 corr  1909 rms 0.0317    9.48 ms | p=(  628.45  -140.35 -17.43) v=10.15 m/s [KF]
[lio] t=1317401354.515 | feat 2201/8160 | map   3822 | icp ok  iter  5 corr  1842 rms 0.0429   12.09 ms | p=(  628.74  -141.38 -17.48) v=10.34 m/s [KF]
[lio] t=1317401354.619 | feat 2163/8160 | map   3806 | icp ok  iter  5 corr  1884 rms 0.0430   12.81 ms | p=(  629.06  -142.39 -17.52) v=10.38 m/s [KF]
[lio] t=1317401354.723 | feat 2164/8160 | map   3759 | icp ok  iter  5 corr  1767 rms 0.0615   12.30 ms | p=(  629.21  -143.50 -17.56) v=10.68 m/s [KF]
[lio] t=1317401354.827 | feat 2105/8160 | map   3727 | icp ok  iter  5 corr  1788 rms 0.0374   12.09 ms | p=(  629.56  -144.49 -17.60) v=10.36 m/s [KF]
[lio] t=1317401354.930 | feat 2296/8160 | map   3656 | icp ok  iter  6 corr  1919 rms 0.0792   12.74 ms | p=(  629.85  -145.56 -17.64) v=10.67 m/s [KF]
[lio] t=1317401355.034 | feat 2491/8160 | map   3586 | icp ok  iter  4 corr  2057 rms 0.0405   10.83 ms | p=(  630.15  -146.60 -17.69) v=10.55 m/s [KF]
[lio] t=1317401355.138 | feat 2454/8160 | map   3558 | icp ok  iter  4 corr  2074 rms 0.0790   11.06 ms | p=(  630.45  -147.63 -17.74) v=10.52 m/s [KF]
[lio] t=1317401355.242 | feat 2570/8160 | map   3555 | icp ok  iter  4 corr  2184 rms 0.0369   10.68 ms | p=(  630.77  -148.72 -17.79) v=10.86 m/s [KF]
[lio] t=1317401355.346 | feat 2373/8160 | map   3559 | icp ok  iter  4 corr  2050 rms 0.0298    9.00 ms | p=(  631.08  -149.85 -17.83) v=11.18 m/s [KF]
[lio] t=1317401355.450 | feat 2645/8112 | map   3557 | icp ok  iter  4 corr  2256 rms 0.0298   10.30 ms | p=(  631.38  -150.94 -17.87) v=11.04 m/s [KF]
[lio] t=1317401355.554 | feat 2415/8160 | map   3641 | icp ok  iter  4 corr  2049 rms 0.0304   10.55 ms | p=(  631.71  -151.95 -17.92) v=10.59 m/s [KF]
[lio] t=1317401355.658 | feat 2650/8160 | map   3750 | icp ok  iter  5 corr  2219 rms 0.0363   16.44 ms | p=(  631.98  -153.11 -17.96) v=11.20 m/s [KF]
[lio] t=1317401355.762 | feat 2615/8160 | map   3893 | icp ok  iter  4 corr  2196 rms 0.0285   11.33 ms | p=(  632.30  -154.17 -18.00) v=10.92 m/s [KF]
[lio] t=1317401355.865 | feat 2752/8160 | map   4036 | icp ok  iter  5 corr  2348 rms 0.0323   13.79 ms | p=(  632.64  -155.30 -18.04) v=11.22 m/s [KF]
[lio] t=1317401355.969 | feat 2769/8160 | map   4145 | icp ok  iter  5 corr  2350 rms 0.0342   15.93 ms | p=(  632.92  -156.35 -18.09) v=10.83 m/s [KF]
[lio] t=1317401356.073 | feat 2670/8160 | map   4219 | icp ok  iter  4 corr  2385 rms 0.0258   11.54 ms | p=(  633.27  -157.48 -18.15) v=11.23 m/s [KF]
[lio] t=1317401356.177 | feat 3030/8160 | map   4235 | icp ok  iter  6 corr  2722 rms 0.0302   21.80 ms | p=(  633.54  -158.57 -18.20) v=10.99 m/s [KF]
[lio] t=1317401356.281 | feat 3280/8160 | map   4229 | icp ok  iter  6 corr  3011 rms 0.0310   22.32 ms | p=(  633.89  -159.68 -18.25) v=11.16 m/s [KF]
[lio] t=1317401356.385 | feat 3007/8145 | map   4249 | icp ok  iter  8 corr  2712 rms 0.0385   29.30 ms | p=(  634.16  -160.77 -18.29) v=11.02 m/s [KF]
[lio] t=1317401356.489 | feat 3099/8160 | map   4274 | icp ok  iter 12 corr  2746 rms 0.0427   41.02 ms | p=(  634.51  -161.88 -18.34) v=11.16 m/s [KF]
[lio] t=1317401356.593 | feat 3000/8160 | map   4302 | icp ok  iter  3 corr  2710 rms 0.0488   11.69 ms | p=(  634.82  -163.02 -18.39) v=11.37 m/s [KF]
