[INFO] [1789104761.208126780] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-point ICP)
[INFO] [1789104761.208203779] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789104761.208211864] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789104761.208217803] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789104761.208224988] [lidar_inertial_odometer]:   input  : voxelized points (no normal estimation)
[INFO] [1789104766.731897408] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789104775.163692964] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401468.908 | feat 7113/83731 | map  34209 | icp ok  iter  8 corr  7112 rms 0.2329   69.03 ms | p=(  607.41  -213.44   8.29) v=7.49 m/s
[lio] t=1317401469.012 | feat 7118/83650 | map  34209 | icp ok  iter 18 corr  7111 rms 0.2516  141.31 ms | p=(  607.20  -212.67   8.28) v=7.77 m/s [KF]
[lio] t=1317401469.117 | feat 7069/83618 | map  34213 | icp ok  iter 10 corr  7069 rms 0.2402   81.76 ms | p=(  606.99  -211.87   8.27) v=8.00 m/s
[lio] t=1317401469.221 | feat 7011/83472 | map  34213 | icp ok  iter 11 corr  7011 rms 0.2526   85.24 ms | p=(  606.78  -211.08   8.26) v=8.08 m/s [KF]
[lio] t=1317401469.325 | feat 6943/84039 | map  34134 | icp ok  iter 12 corr  6941 rms 0.2155   96.08 ms | p=(  606.54  -210.22   8.24) v=8.51 m/s
[lio] t=1317401469.430 | feat 6953/84262 | map  34134 | icp ok  iter 11 corr  6953 rms 0.2423   83.29 ms | p=(  606.30  -209.35   8.23) v=8.75 m/s [KF]
[lio] t=1317401469.534 | feat 6906/84319 | map  33960 | icp ok  iter 17 corr  6905 rms 0.2236  140.20 ms | p=(  606.05  -208.45   8.24) v=9.04 m/s
[lio] t=1317401469.638 | feat 6906/84245 | map  33960 | icp ok  iter 21 corr  6896 rms 0.2517  149.31 ms | p=(  605.81  -207.56   8.23) v=9.11 m/s [KF]
[lio] t=1317401469.742 | feat 6847/84426 | map  33804 | icp ok  iter 16 corr  6847 rms 0.2392  115.28 ms | p=(  605.56  -206.63   8.21) v=9.32 m/s
[lio] t=1317401469.846 | feat 6809/84845 | map  33804 | icp ok  iter 11 corr  6800 rms 0.2566   76.47 ms | p=(  605.33  -205.68   8.20) v=9.56 m/s [KF]
[lio] t=1317401469.950 | feat 6806/84625 | map  33489 | icp ok  iter 10 corr  6803 rms 0.2344   66.50 ms | p=(  605.07  -204.71   8.19) v=9.77 m/s [KF]
[lio] t=1317401470.055 | feat 6799/84271 | map  32969 | icp ok  iter  9 corr  6799 rms 0.2206   63.72 ms | p=(  604.81  -203.71   8.19) v=9.98 m/s [KF]
[lio] t=1317401470.159 | feat 6765/84287 | map  32235 | icp ok  iter 10 corr  6760 rms 0.2178   71.29 ms | p=(  604.56  -202.71   8.19) v=10.13 m/s [KF]
[lio] t=1317401470.263 | feat 6833/84083 | map  31486 | icp ok  iter  8 corr  6829 rms 0.2260   60.69 ms | p=(  604.29  -201.70   8.17) v=10.23 m/s [KF]
[lio] t=1317401470.367 | feat 6816/84040 | map  30775 | icp ok  iter  7 corr  6811 rms 0.2258   46.32 ms | p=(  604.02  -200.66   8.16) v=10.46 m/s [KF]
[lio] t=1317401470.471 | feat 6848/84131 | map  30156 | icp ok  iter 12 corr  6813 rms 0.2211   83.74 ms | p=(  603.74  -199.58   8.15) v=10.75 m/s [KF]
[lio] t=1317401470.575 | feat 6822/83516 | map  29473 | icp ok  iter 22 corr  6820 rms 0.2681  153.27 ms | p=(  603.44  -198.45   8.15) v=11.14 m/s [KF]
[lio] t=1317401470.679 | feat 6744/82614 | map  28588 | icp ok  iter 10 corr  6740 rms 0.2340   80.44 ms | p=(  603.14  -197.36   8.14) v=11.09 m/s [KF]
[lio] t=1317401470.783 | feat 6738/81805 | map  27939 | icp ok  iter  9 corr  6737 rms 0.2276   70.24 ms | p=(  602.86  -196.27   8.14) v=11.04 m/s [KF]
[lio] t=1317401470.886 | feat 6766/80988 | map  27280 | icp ok  iter 16 corr  6761 rms 0.2467  123.22 ms | p=(  602.55  -195.12   8.13) v=11.42 m/s [KF]
[lio] t=1317401470.990 | feat 6725/79289 | map  26706 | icp ok  iter  8 corr  6725 rms 0.2322   53.40 ms | p=(  602.24  -193.96   8.12) v=11.61 m/s [KF]
[lio] t=1317401471.094 | feat 6792/78404 | map  25873 | icp ok  iter 13 corr  6792 rms 0.2293   99.92 ms | p=(  601.93  -192.83   8.11) v=11.53 m/s [KF]
[lio] t=1317401471.198 | feat 6681/78561 | map  24901 | icp ok  iter 10 corr  6681 rms 0.2276   82.51 ms | p=(  601.61  -191.61   8.10) v=11.96 m/s [KF]
[lio] t=1317401471.302 | feat 6848/79410 | map  23962 | icp ok  iter 16 corr  6847 rms 0.2339  116.10 ms | p=(  601.29  -190.45   8.09) v=11.85 m/s [KF]
[lio] t=1317401471.406 | feat 6895/80111 | map  23044 | icp ok  iter 14 corr  6890 rms 0.2348  104.28 ms | p=(  600.95  -189.23   8.08) v=12.12 m/s [KF]
[lio] t=1317401471.510 | feat 6896/80926 | map  22245 | icp ok  iter 13 corr  6893 rms 0.2589   91.90 ms | p=(  600.63  -188.03   8.08) v=12.01 m/s [KF]
[lio] t=1317401471.614 | feat 6960/81372 | map  21499 | icp ok  iter  8 corr  6955 rms 0.2605   59.20 ms | p=(  600.30  -186.82   8.08) v=12.10 m/s [KF]
[lio] t=1317401471.718 | feat 6873/81415 | map  20938 | icp ok  iter 14 corr  6868 rms 0.2691  102.47 ms | p=(  599.98  -185.64   8.06) v=11.86 m/s [KF]
[lio] t=1317401471.822 | feat 6908/81579 | map  20466 | icp ok  iter  9 corr  6899 rms 0.2646   74.65 ms | p=(  599.64  -184.42   8.06) v=12.09 m/s [KF]
[lio] t=1317401471.926 | feat 6877/82070 | map  20221 | icp ok  iter 17 corr  6872 rms 0.2407  122.54 ms | p=(  599.32  -183.25   8.05) v=11.80 m/s [KF]
[lio] t=1317401472.030 | feat 6858/82094 | map  20166 | icp ok  iter 20 corr  6857 rms 0.2447  136.18 ms | p=(  598.97  -182.04   8.03) v=12.00 m/s [KF]
[lio] t=1317401472.134 | feat 6872/82045 | map  20150 | icp ok  iter  4 corr  6868 rms 0.2593   34.10 ms | p=(  598.64  -180.85   8.01) v=11.89 m/s [KF]
[lio] t=1317401472.238 | feat 6881/82012 | map  20076 | icp ok  iter 10 corr  6876 rms 0.2557   69.90 ms | p=(  598.31  -179.65   8.00) v=12.00 m/s [KF]
[lio] t=1317401472.341 | feat 6899/81777 | map  19921 | icp ok  iter 12 corr  6898 rms 0.2404   82.23 ms | p=(  597.97  -178.47   7.97) v=11.87 m/s [KF]
[lio] t=1317401472.445 | feat 6883/81340 | map  19823 | icp ok  iter 10 corr  6880 rms 0.2309   69.15 ms | p=(  597.63  -177.27   7.96) v=11.96 m/s [KF]
[lio] t=1317401472.549 | feat 6840/80377 | map  19849 | icp ok  iter 14 corr  6815 rms 0.2253  102.78 ms | p=(  597.31  -176.12   7.94) v=11.67 m/s [KF]
[lio] t=1317401472.653 | feat 6964/81464 | map  19868 | icp ok  iter 15 corr  6942 rms 0.2593  107.67 ms | p=(  596.97  -174.91   7.93) v=11.90 m/s [KF]
[lio] t=1317401472.757 | feat 7046/81841 | map  19889 | icp ok  iter 11 corr  7046 rms 0.2375   84.31 ms | p=(  596.64  -173.75   7.91) v=11.72 m/s [KF]
[lio] t=1317401472.861 | feat 7082/81233 | map  19936 | icp ok  iter  7 corr  7082 rms 0.2363   50.48 ms | p=(  596.31  -172.57   7.89) v=11.74 m/s [KF]
[lio] t=1317401472.964 | feat 7100/80638 | map  19916 | icp ok  iter  8 corr  7093 rms 0.2463   54.86 ms | p=(  595.98  -171.39   7.87) v=11.77 m/s [KF]
[lio] t=1317401473.068 | feat 7101/79945 | map  19916 | icp ok  iter 14 corr  7094 rms 0.2455   96.87 ms | p=(  595.65  -170.24   7.85) v=11.61 m/s [KF]
[lio] t=1317401473.172 | feat 6967/79816 | map  19882 | icp ok  iter 12 corr  6962 rms 0.2609   86.58 ms | p=(  595.32  -169.05   7.84) v=11.79 m/s [KF]
[lio] t=1317401473.276 | feat 6849/78880 | map  19828 | icp ok  iter  6 corr  6847 rms 0.2405   53.00 ms | p=(  594.99  -167.90   7.82) v=11.65 m/s [KF]
[lio] t=1317401473.380 | feat 6887/78520 | map  19790 | icp ok  iter 11 corr  6887 rms 0.2386   92.91 ms | p=(  594.65  -166.70   7.81) v=11.84 m/s [KF]
[lio] t=1317401473.484 | feat 6819/78233 | map  19764 | icp ok  iter 11 corr  6818 rms 0.2342   79.99 ms | p=(  594.33  -165.56   7.79) v=11.62 m/s [KF]
[lio] t=1317401473.587 | feat 6697/78074 | map  19801 | icp ok  iter  7 corr  6695 rms 0.2215   56.32 ms | p=(  594.00  -164.40   7.77) v=11.60 m/s [KF]
[lio] t=1317401473.691 | feat 6646/76866 | map  19782 | icp ok  iter  6 corr  6643 rms 0.2287   50.07 ms | p=(  593.66  -163.22   7.75) v=11.71 m/s [KF]
[lio] t=1317401473.795 | feat 6527/75879 | map  19712 | icp ok  iter  9 corr  6518 rms 0.2608   66.19 ms | p=(  593.34  -162.07   7.74) v=11.57 m/s [KF]
[lio] t=1317401473.899 | feat 6683/76933 | map  19658 | icp ok  iter 16 corr  6682 rms 0.2331  107.99 ms | p=(  593.01  -160.90   7.73) v=11.66 m/s [KF]
[lio] t=1317401474.003 | feat 6641/72602 | map  19560 | icp ok  iter  8 corr  6638 rms 0.2425   57.51 ms | p=(  592.69  -159.75   7.73) v=11.51 m/s [KF]
[lio] t=1317401474.106 | feat 6789/70817 | map  19402 | icp ok  iter  7 corr  6780 rms 0.2538   58.23 ms | p=(  592.37  -158.60   7.71) v=11.51 m/s [KF]
[lio] t=1317401474.210 | feat 6722/75481 | map  19342 | icp ok  iter  9 corr  6722 rms 0.2434   64.27 ms | p=(  592.05  -157.44   7.69) v=11.57 m/s [KF]
[lio] t=1317401474.314 | feat 6759/78549 | map  19097 | icp ok  iter 11 corr  6759 rms 0.2458   85.77 ms | p=(  591.73  -156.31   7.69) v=11.39 m/s [KF]
[lio] t=1317401474.418 | feat 6801/78442 | map  18839 | icp ok  iter  7 corr  6795 rms 0.2329   57.81 ms | p=(  591.41  -155.16   7.68) v=11.48 m/s [KF]
[lio] t=1317401474.521 | feat 6766/78599 | map  18831 | icp ok  iter  4 corr  6748 rms 0.2275   29.16 ms | p=(  591.09  -154.01   7.67) v=11.47 m/s [KF]
[lio] t=1317401474.625 | feat 6845/79690 | map  18794 | icp ok  iter  9 corr  6840 rms 0.2333   68.93 ms | p=(  590.77  -152.88   7.66) v=11.35 m/s [KF]
[lio] t=1317401474.729 | feat 6806/80044 | map  18878 | icp ok  iter 12 corr  6803 rms 0.2456   80.60 ms | p=(  590.45  -151.73   7.64) v=11.42 m/s [KF]
[lio] t=1317401474.833 | feat 6901/79598 | map  18980 | icp ok  iter  8 corr  6864 rms 0.2505   59.34 ms | p=(  590.14  -150.60   7.64) v=11.33 m/s [KF]
[lio] t=1317401474.937 | feat 7020/78793 | map  19110 | icp ok  iter  9 corr  7013 rms 0.2680   64.97 ms | p=(  589.83  -149.47   7.63) v=11.31 m/s [KF]
[lio] t=1317401475.040 | feat 6974/79468 | map  19305 | icp ok  iter  5 corr  6972 rms 0.2457   37.87 ms | p=(  589.52  -148.34   7.62) v=11.28 m/s [KF]
[lio] t=1317401475.144 | feat 7062/81078 | map  19378 | icp ok  iter  6 corr  7062 rms 0.2456   43.32 ms | p=(  589.20  -147.22   7.61) v=11.24 m/s [KF]
[lio] t=1317401475.248 | feat 7134/81275 | map  19467 | icp ok  iter  7 corr  7132 rms 0.2377   47.66 ms | p=(  588.89  -146.10   7.60) v=11.23 m/s [KF]
[lio] t=1317401475.351 | feat 7217/81290 | map  19581 | icp ok  iter  8 corr  7213 rms 0.2327   59.59 ms | p=(  588.58  -144.98   7.59) v=11.17 m/s [KF]
[lio] t=1317401475.455 | feat 7290/81301 | map  19685 | icp ok  iter  4 corr  7287 rms 0.2327   35.34 ms | p=(  588.27  -143.87   7.58) v=11.13 m/s [KF]
[lio] t=1317401475.559 | feat 7299/81539 | map  19742 | icp ok  iter  7 corr  7296 rms 0.2287   53.91 ms | p=(  587.95  -142.76   7.57) v=11.11 m/s [KF]
[lio] t=1317401475.663 | feat 7321/82061 | map  19850 | icp ok  iter 10 corr  7317 rms 0.2501   76.87 ms | p=(  587.63  -141.66   7.55) v=11.09 m/s [KF]
[lio] t=1317401475.766 | feat 7368/81103 | map  19988 | icp ok  iter 16 corr  7367 rms 0.2358  110.29 ms | p=(  587.30  -140.54   7.54) v=11.20 m/s [KF]
[lio] t=1317401475.870 | feat 7252/80247 | map  20140 | icp ok  iter 14 corr  7252 rms 0.2278  113.50 ms | p=(  586.98  -139.45   7.53) v=11.00 m/s [KF]
[lio] t=1317401475.974 | feat 7191/79968 | map  20183 | icp ok  iter  9 corr  7188 rms 0.2302   71.24 ms | p=(  586.65  -138.36   7.51) v=10.97 m/s [KF]
[lio] t=1317401476.077 | feat 7311/80490 | map  20157 | icp ok  iter  9 corr  7309 rms 0.2293   71.63 ms | p=(  586.31  -137.26   7.50) v=11.06 m/s [KF]
[lio] t=1317401476.181 | feat 7403/81542 | map  20146 | icp ok  iter  9 corr  7399 rms 0.2397   71.96 ms | p=(  585.97  -136.19   7.48) v=10.93 m/s [KF]
[lio] t=1317401476.285 | feat 7411/82028 | map  20158 | icp ok  iter  4 corr  7402 rms 0.2356   33.63 ms | p=(  585.63  -135.10   7.46) v=10.93 m/s [KF]
[lio] t=1317401476.389 | feat 7513/82500 | map  20094 | icp ok  iter  7 corr  7511 rms 0.2405   59.47 ms | p=(  585.26  -134.04   7.44) v=10.87 m/s [KF]
[lio] t=1317401476.492 | feat 7515/83008 | map  20070 | icp ok  iter  8 corr  7509 rms 0.2444   60.56 ms | p=(  584.90  -132.96   7.42) v=10.92 m/s [KF]
[lio] t=1317401476.596 | feat 7729/83242 | map  19955 | icp ok  iter  8 corr  7723 rms 0.2503   60.86 ms | p=(  584.53  -131.89   7.41) v=10.89 m/s [KF]
[lio] t=1317401476.700 | feat 7860/83368 | map  19872 | icp ok  iter 13 corr  7855 rms 0.2562   97.74 ms | p=(  584.16  -130.84   7.40) v=10.75 m/s [KF]
[lio] t=1317401476.803 | feat 7885/83902 | map  19828 | icp ok  iter  5 corr  7871 rms 0.2533   43.98 ms | p=(  583.78  -129.79   7.38) v=10.73 m/s [KF]
[lio] t=1317401476.907 | feat 7998/83918 | map  19899 | icp ok  iter  6 corr  7974 rms 0.2623   47.57 ms | p=(  583.40  -128.75   7.37) v=10.70 m/s [KF]
[lio] t=1317401477.011 | feat 8212/83946 | map  19998 | icp ok  iter 11 corr  8208 rms 0.2937   90.70 ms | p=(  583.01  -127.74   7.35) v=10.53 m/s [KF]
[lio] t=1317401477.115 | feat 8386/84221 | map  20085 | icp ok  iter 14 corr  8375 rms 0.2649  123.69 ms | p=(  582.61  -126.69   7.37) v=10.62 m/s [KF]
[lio] t=1317401477.219 | feat 8639/83793 | map  20403 | icp ok  iter  8 corr  8580 rms 0.2801   72.39 ms | p=(  582.22  -125.68   7.37) v=10.50 m/s [KF]
[lio] t=1317401477.323 | feat 8851/83368 | map  20766 | icp ok  iter 11 corr  8833 rms 0.2888  100.09 ms | p=(  581.82  -124.66   7.35) v=10.47 m/s [KF]
[lio] t=1317401477.427 | feat 9222/83108 | map  21116 | icp ok  iter  8 corr  9177 rms 0.3200   83.70 ms | p=(  581.42  -123.64   7.35) v=10.52 m/s [KF]
[lio] t=1317401477.531 | feat 9504/82789 | map  21689 | icp ok  iter 10 corr  9417 rms 0.3243  104.92 ms | p=(  581.02  -122.61   7.36) v=10.57 m/s [KF]
[lio] t=1317401477.634 | feat 9839/82732 | map  22264 | icp ok  iter 10 corr  9777 rms 0.3728  113.44 ms | p=(  580.63  -121.60   7.38) v=10.47 m/s [KF]
[lio] t=1317401477.738 | feat 10172/82756 | map  22851 | icp ok  iter 11 corr 10158 rms 0.3229  113.50 ms | p=(  580.24  -120.61   7.39) v=10.31 m/s [KF]
[lio] t=1317401477.842 | feat 10145/82350 | map  23521 | icp ok  iter 10 corr 10089 rms 0.3386  110.81 ms | p=(  579.85  -119.62   7.39) v=10.24 m/s [KF]
[lio] t=1317401477.946 | feat 10225/81990 | map  24208 | icp ok  iter  9 corr 10220 rms 0.2999  101.16 ms | p=(  579.46  -118.63   7.37) v=10.19 m/s [KF]
[lio] t=1317401478.050 | feat 10242/81382 | map  24880 | icp ok  iter  8 corr 10235 rms 0.2988  105.44 ms | p=(  579.07  -117.64   7.38) v=10.28 m/s [KF]
[lio] t=1317401478.154 | feat 10147/80923 | map  25582 | icp ok  iter  8 corr 10147 rms 0.2819   94.96 ms | p=(  578.69  -116.63   7.35) v=10.31 m/s [KF]
[lio] t=1317401478.258 | feat 9938/80459 | map  26258 | icp ok  iter 12 corr  9924 rms 0.2660  124.28 ms | p=(  578.32  -115.64   7.36) v=10.24 m/s [KF]
[lio] t=1317401478.362 | feat 9875/80147 | map  26734 | icp ok  iter  9 corr  9844 rms 0.2744  102.59 ms | p=(  577.95  -114.63   7.36) v=10.31 m/s [KF]
[lio] t=1317401478.466 | feat 9736/79866 | map  27333 | icp ok  iter  4 corr  9735 rms 0.2550   49.11 ms | p=(  577.58  -113.63   7.34) v=10.28 m/s [KF]
[lio] t=1317401478.570 | feat 9586/80103 | map  27835 | icp ok  iter 10 corr  9583 rms 0.2476   97.64 ms | p=(  577.22  -112.62   7.29) v=10.33 m/s [KF]
[lio] t=1317401478.674 | feat 9526/79930 | map  28249 | icp ok  iter  7 corr  9520 rms 0.2561   70.70 ms | p=(  576.86  -111.61   7.28) v=10.36 m/s [KF]
[lio] t=1317401478.778 | feat 9387/79773 | map  28673 | icp ok  iter  2 corr  9387 rms 0.2502   26.85 ms | p=(  576.51  -110.59   7.26) v=10.38 m/s [KF]
[lio] t=1317401478.882 | feat 9314/80216 | map  28982 | icp ok  iter  5 corr  9311 rms 0.2514   55.46 ms | p=(  576.16  -109.56   7.24) v=10.48 m/s [KF]
[lio] t=1317401478.986 | feat 9207/81119 | map  29397 | icp ok  iter  9 corr  9207 rms 0.2432   90.15 ms | p=(  575.83  -108.53   7.21) v=10.47 m/s [KF]
[lio] t=1317401479.090 | feat 8956/81280 | map  29743 | icp ok  iter  8 corr  8956 rms 0.2377   79.23 ms | p=(  575.49  -107.49   7.18) v=10.53 m/s [KF]
[lio] t=1317401479.194 | feat 8640/81400 | map  30062 | icp ok  iter  6 corr  8640 rms 0.2216   55.19 ms | p=(  575.18  -106.44   7.16) v=10.57 m/s [KF]
[lio] t=1317401479.298 | feat 8312/81297 | map  30148 | icp ok  iter  6 corr  8308 rms 0.2217   54.19 ms | p=(  574.87  -105.39   7.14) v=10.59 m/s [KF]
[lio] t=1317401479.402 | feat 8104/81815 | map  30165 | icp ok  iter  6 corr  8097 rms 0.2269   58.17 ms | p=(  574.57  -104.33   7.11) v=10.68 m/s [KF]
[lio] t=1317401479.506 | feat 7815/82240 | map  30129 | icp ok  iter  7 corr  7814 rms 0.2237   70.92 ms | p=(  574.27  -103.27   7.09) v=10.67 m/s [KF]
[lio] t=1317401479.610 | feat 7597/81606 | map  30033 | icp ok  iter 13 corr  7596 rms 0.2257  100.05 ms | p=(  573.97  -102.18   7.07) v=10.83 m/s [KF]
[lio] t=1317401479.714 | feat 7352/79701 | map  29955 | icp ok  iter  8 corr  7352 rms 0.2277   66.08 ms | p=(  573.67  -101.08   7.05) v=10.96 m/s [KF]
[lio] t=1317401479.817 | feat 7112/77668 | map  29825 | icp ok  iter  7 corr  7110 rms 0.2076   53.56 ms | p=(  573.37  -100.00   7.03) v=10.90 m/s [KF]
[lio] t=1317401479.921 | feat 6872/77195 | map  29662 | icp ok  iter  7 corr  6871 rms 0.2201   53.80 ms | p=(  573.08   -98.92   7.00) v=10.88 m/s [KF]
[lio] t=1317401480.025 | feat 6682/78631 | map  29379 | icp ok  iter  7 corr  6682 rms 0.2229   45.47 ms | p=(  572.78   -97.83   6.98) v=10.93 m/s [KF]
[lio] t=1317401480.129 | feat 6427/79678 | map  29010 | icp ok  iter 13 corr  6424 rms 0.2177   81.16 ms | p=(  572.48   -96.71   6.95) v=11.09 m/s [KF]
[lio] t=1317401480.233 | feat 6301/79598 | map  28551 | icp ok  iter  6 corr  6298 rms 0.2131   39.64 ms | p=(  572.19   -95.61   6.93) v=11.10 m/s [KF]
[lio] t=1317401480.337 | feat 6163/77535 | map  28029 | icp ok  iter  7 corr  6163 rms 0.2125   46.80 ms | p=(  571.89   -94.51   6.91) v=11.09 m/s [KF]
[lio] t=1317401480.440 | feat 6144/77325 | map  27384 | icp ok  iter 10 corr  6139 rms 0.2498   66.14 ms | p=(  571.58   -93.37   6.88) v=11.26 m/s [KF]
[lio] t=1317401480.544 | feat 6044/79271 | map  26770 | icp ok  iter  7 corr  6038 rms 0.2316   46.14 ms | p=(  571.28   -92.25   6.86) v=11.23 m/s [KF]
[lio] t=1317401480.648 | feat 5921/76381 | map  26109 | icp ok  iter 15 corr  5918 rms 0.2462   94.17 ms | p=(  570.99   -91.16   6.84) v=11.01 m/s [KF]
[lio] t=1317401480.752 | feat 5805/70487 | map  25207 | icp ok  iter 17 corr  5798 rms 0.2422  101.97 ms | p=(  570.66   -90.02   6.82) v=11.28 m/s [KF]
[lio] t=1317401480.856 | feat 5756/67280 | map  24538 | icp ok  iter 14 corr  5752 rms 0.2448   81.71 ms | p=(  570.36   -88.92   6.81) v=11.11 m/s [KF]
[lio] t=1317401480.960 | feat 5710/68901 | map  24056 | icp ok  iter 13 corr  5709 rms 0.2578   75.90 ms | p=(  570.06   -87.83   6.80) v=10.96 m/s [KF]
[lio] t=1317401481.064 | feat 5691/73441 | map  23572 | icp ok  iter 13 corr  5691 rms 0.2629   83.94 ms | p=(  569.74   -86.69   6.77) v=11.24 m/s [KF]
[lio] t=1317401481.167 | feat 5779/76631 | map  23117 | icp ok  iter  9 corr  5775 rms 0.2501   60.08 ms | p=(  569.44   -85.60   6.75) v=11.01 m/s [KF]
[lio] t=1317401481.271 | feat 5791/76870 | map  22701 | icp ok  iter  8 corr  5789 rms 0.2403   50.23 ms | p=(  569.14   -84.51   6.73) v=10.93 m/s [KF]
[lio] t=1317401481.375 | feat 5811/75621 | map  22271 | icp ok  iter 18 corr  5811 rms 0.2431  100.89 ms | p=(  568.82   -83.40   6.71) v=11.05 m/s [KF]
[lio] t=1317401481.479 | feat 5812/75968 | map  21950 | icp ok  iter  6 corr  5811 rms 0.2476   36.83 ms | p=(  568.51   -82.30   6.68) v=10.98 m/s [KF]
[lio] t=1317401481.583 | feat 5777/76949 | map  21631 | icp ok  iter 10 corr  5777 rms 0.2306   57.04 ms | p=(  568.21   -81.21   6.65) v=10.95 m/s [KF]
[lio] t=1317401481.687 | feat 5704/76195 | map  21107 | icp ok  iter 11 corr  5701 rms 0.2261   61.67 ms | p=(  567.91   -80.12   6.63) v=10.91 m/s [KF]
[lio] t=1317401481.791 | feat 5773/74310 | map  20576 | icp ok  iter  6 corr  5769 rms 0.2469   37.39 ms | p=(  567.60   -79.03   6.62) v=10.87 m/s [KF]
[lio] t=1317401481.894 | feat 5716/71766 | map  20113 | icp ok  iter  9 corr  5714 rms 0.2319   51.57 ms | p=(  567.30   -77.96   6.60) v=10.77 m/s [KF]
[lio] t=1317401481.998 | feat 5720/71901 | map  19684 | icp ok  iter  4 corr  5720 rms 0.2314   25.06 ms | p=(  567.00   -76.88   6.57) v=10.76 m/s [KF]
[lio] t=1317401482.102 | feat 5723/72187 | map  19272 | icp ok  iter  6 corr  5722 rms 0.2356   36.11 ms | p=(  566.70   -75.80   6.55) v=10.76 m/s [KF]
[lio] t=1317401482.206 | feat 5648/70258 | map  18879 | icp ok  iter 10 corr  5648 rms 0.2343   56.59 ms | p=(  566.40   -74.73   6.53) v=10.71 m/s [KF]
[lio] t=1317401482.310 | feat 5636/70044 | map  18522 | icp ok  iter 10 corr  5634 rms 0.2295   53.02 ms | p=(  566.10   -73.66   6.52) v=10.67 m/s [KF]
[lio] t=1317401482.414 | feat 5692/71453 | map  18259 | icp ok  iter  8 corr  5687 rms 0.2218   44.99 ms | p=(  565.81   -72.61   6.50) v=10.58 m/s [KF]
[lio] t=1317401482.518 | feat 5746/73836 | map  18044 | icp ok  iter  8 corr  5740 rms 0.2432   40.99 ms | p=(  565.51   -71.55   6.47) v=10.58 m/s [KF]
[lio] t=1317401482.622 | feat 5807/78010 | map  17906 | icp ok  iter  6 corr  5801 rms 0.2385   36.67 ms | p=(  565.22   -70.50   6.46) v=10.51 m/s [KF]
[lio] t=1317401482.725 | feat 5817/80230 | map  17747 | icp ok  iter  6 corr  5816 rms 0.2541   33.73 ms | p=(  564.93   -69.45   6.45) v=10.45 m/s [KF]
[lio] t=1317401482.829 | feat 5795/80936 | map  17569 | icp ok  iter  4 corr  5788 rms 0.2418   24.72 ms | p=(  564.64   -68.40   6.43) v=10.44 m/s [KF]
[lio] t=1317401482.933 | feat 5731/80058 | map  17427 | icp ok  iter 11 corr  5730 rms 0.2388   60.46 ms | p=(  564.35   -67.38   6.41) v=10.29 m/s [KF]
[lio] t=1317401483.037 | feat 5716/80182 | map  17240 | icp ok  iter  6 corr  5716 rms 0.2444   32.47 ms | p=(  564.06   -66.35   6.39) v=10.26 m/s [KF]
[lio] t=1317401483.141 | feat 5725/81384 | map  17112 | icp ok  iter 10 corr  5719 rms 0.2617   55.23 ms | p=(  563.77   -65.32   6.38) v=10.33 m/s [KF]
[lio] t=1317401483.245 | feat 5746/81327 | map  17070 | icp ok  iter  6 corr  5733 rms 0.2445   30.38 ms | p=(  563.48   -64.28   6.36) v=10.35 m/s [KF]
[lio] t=1317401483.349 | feat 5760/79220 | map  17033 | icp ok  iter  9 corr  5759 rms 0.2446   48.93 ms | p=(  563.19   -63.25   6.34) v=10.33 m/s [KF]
[lio] t=1317401483.453 | feat 5739/76907 | map  16961 | icp ok  iter  8 corr  5730 rms 0.2557   47.39 ms | p=(  562.91   -62.21   6.32) v=10.33 m/s [KF]
[lio] t=1317401483.557 | feat 5646/76878 | map  16857 | icp ok  iter  8 corr  5645 rms 0.2677   44.00 ms | p=(  562.62   -61.18   6.29) v=10.33 m/s [KF]
[lio] t=1317401483.660 | feat 5652/78614 | map  16819 | icp ok  iter 10 corr  5649 rms 0.2698   55.30 ms | p=(  562.35   -60.15   6.28) v=10.28 m/s [KF]
[lio] t=1317401483.764 | feat 5557/80152 | map  16845 | icp ok  iter  5 corr  5552 rms 0.2389   33.29 ms | p=(  562.07   -59.13   6.26) v=10.19 m/s [KF]
[lio] t=1317401483.868 | feat 5489/79927 | map  16774 | icp ok  iter  7 corr  5489 rms 0.2512   36.84 ms | p=(  561.79   -58.12   6.25) v=10.16 m/s [KF]
[lio] t=1317401483.972 | feat 5459/79726 | map  16792 | icp ok  iter  5 corr  5455 rms 0.2349   30.11 ms | p=(  561.52   -57.11   6.22) v=10.11 m/s [KF]
[lio] t=1317401484.076 | feat 5476/79369 | map  16758 | icp ok  iter  7 corr  5476 rms 0.2422   37.30 ms | p=(  561.24   -56.09   6.19) v=10.15 m/s [KF]
