[INFO] [1789097181.828523683] [lidar_inertial_odometer]: lidar_inertial_odometer ready (fused point-to-point + point-to-plane ICP)
[INFO] [1789097181.828594735] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789097181.828602478] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789097181.828608457] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789097181.828615629] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789097181.828621018] [lidar_inertial_odometer]:   icp    : alpha (point) 0.01, beta (plane) 1, huber 0.2 m
[INFO] [1789097187.349946800] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789097195.776676145] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401386.300 | feat 4377/11618 | map  21177 | icp ok  iter  4 corr  3090 rms 0.0526   21.39 ms | p=(  686.85  -427.09   5.70) v=5.91 m/s
[lio] t=1317401386.404 | feat 4378/11499 | map  21177 | icp ok  iter  5 corr  3014 rms 0.0531   27.29 ms | p=(  686.22  -427.19   5.72) v=5.97 m/s [KF]
[lio] t=1317401386.508 | feat 4260/11527 | map  21034 | icp ok  iter  4 corr  2983 rms 0.0498   23.01 ms | p=(  685.61  -427.30   5.75) v=5.96 m/s
[lio] t=1317401386.612 | feat 4218/11578 | map  21034 | icp ok  iter  4 corr  2965 rms 0.0529   21.54 ms | p=(  684.98  -427.39   5.78) v=6.01 m/s [KF]
[lio] t=1317401386.716 | feat 4228/11572 | map  20884 | icp ok  iter  4 corr  3047 rms 0.0534   21.76 ms | p=(  684.35  -427.50   5.80) v=6.06 m/s
[lio] t=1317401386.820 | feat 4246/11646 | map  20884 | icp ok  iter  5 corr  3020 rms 0.0489   27.57 ms | p=(  683.73  -427.59   5.83) v=5.99 m/s [KF]
[lio] t=1317401386.924 | feat 4383/11762 | map  20623 | icp ok  iter  4 corr  3153 rms 0.0645   25.19 ms | p=(  683.11  -427.69   5.85) v=6.05 m/s
[lio] t=1317401387.028 | feat 4299/11737 | map  20623 | icp ok  iter  7 corr  3038 rms 0.0608   37.64 ms | p=(  682.47  -427.80   5.88) v=6.17 m/s [KF]
[lio] t=1317401387.132 | feat 4341/11732 | map  20456 | icp ok  iter  5 corr  3100 rms 0.0563   27.20 ms | p=(  681.85  -427.90   5.91) v=6.04 m/s
[lio] t=1317401387.236 | feat 4190/11536 | map  20456 | icp ok  iter  5 corr  3033 rms 0.0541   29.59 ms | p=(  681.21  -428.01   5.93) v=6.16 m/s [KF]
[lio] t=1317401387.340 | feat 4271/11418 | map  20425 | icp ok  iter  4 corr  3093 rms 0.0511   23.08 ms | p=(  680.57  -428.12   5.96) v=6.21 m/s
[lio] t=1317401387.444 | feat 4192/11491 | map  20425 | icp ok  iter  5 corr  2978 rms 0.0601   26.43 ms | p=(  679.95  -428.23   6.00) v=6.08 m/s [KF]
[lio] t=1317401387.547 | feat 4200/11518 | map  20512 | icp ok  iter  5 corr  3090 rms 0.0461   25.76 ms | p=(  679.32  -428.35   6.03) v=6.11 m/s
[lio] t=1317401387.651 | feat 4235/11695 | map  20512 | icp ok  iter  5 corr  3061 rms 0.0480   26.43 ms | p=(  678.68  -428.47   6.05) v=6.23 m/s [KF]
[lio] t=1317401387.755 | feat 4284/11789 | map  20589 | icp ok  iter  4 corr  3137 rms 0.0621   23.25 ms | p=(  678.04  -428.59   6.07) v=6.19 m/s
[lio] t=1317401387.859 | feat 4230/11579 | map  20589 | icp ok  iter  4 corr  3081 rms 0.0587   22.38 ms | p=(  677.42  -428.72   6.09) v=6.15 m/s [KF]
[lio] t=1317401387.963 | feat 4219/11724 | map  20585 | icp ok  iter  5 corr  3106 rms 0.0583   27.99 ms | p=(  676.77  -428.85   6.12) v=6.26 m/s
[lio] t=1317401388.067 | feat 4336/11737 | map  20585 | icp ok  iter  4 corr  3066 rms 0.0602   20.91 ms | p=(  676.13  -428.97   6.15) v=6.26 m/s [KF]
[lio] t=1317401388.171 | feat 4383/11925 | map  20624 | icp ok  iter  4 corr  3256 rms 0.0464   21.46 ms | p=(  675.49  -429.11   6.18) v=6.29 m/s
[lio] t=1317401388.275 | feat 4256/11957 | map  20624 | icp ok  iter  4 corr  3127 rms 0.0499   23.18 ms | p=(  674.84  -429.25   6.20) v=6.32 m/s [KF]
[lio] t=1317401388.379 | feat 4315/11850 | map  20587 | icp ok  iter  4 corr  3211 rms 0.0478   22.26 ms | p=(  674.20  -429.39   6.23) v=6.32 m/s
[lio] t=1317401388.483 | feat 4305/11907 | map  20587 | icp ok  iter  4 corr  3266 rms 0.0543   22.66 ms | p=(  673.55  -429.53   6.25) v=6.40 m/s [KF]
[lio] t=1317401388.587 | feat 4217/11944 | map  20569 | icp ok  iter  5 corr  3230 rms 0.0436   28.02 ms | p=(  672.90  -429.68   6.29) v=6.36 m/s
[lio] t=1317401388.691 | feat 4076/11761 | map  20569 | icp ok  iter  7 corr  3127 rms 0.0502   36.15 ms | p=(  672.24  -429.83   6.32) v=6.51 m/s [KF]
[lio] t=1317401388.795 | feat 4000/11748 | map  20462 | icp ok  iter  5 corr  3031 rms 0.0414   25.93 ms | p=(  671.57  -429.98   6.34) v=6.58 m/s
[lio] t=1317401388.899 | feat 4092/11826 | map  20462 | icp ok  iter  4 corr  3026 rms 0.0624   23.27 ms | p=(  670.89  -430.12   6.37) v=6.65 m/s [KF]
[lio] t=1317401389.003 | feat 3978/11699 | map  20449 | icp ok  iter  5 corr  2894 rms 0.0566   26.34 ms | p=(  670.20  -430.26   6.40) v=6.77 m/s
[lio] t=1317401389.107 | feat 4005/11701 | map  20449 | icp ok  iter  5 corr  2945 rms 0.0611   25.99 ms | p=(  669.49  -430.40   6.43) v=6.91 m/s [KF]
[lio] t=1317401389.211 | feat 4057/11846 | map  20441 | icp ok  iter  3 corr  3016 rms 0.0486   16.44 ms | p=(  668.77  -430.54   6.47) v=7.06 m/s
[lio] t=1317401389.315 | feat 3870/11624 | map  20441 | icp ok  iter  4 corr  2804 rms 0.0503   19.12 ms | p=(  668.03  -430.68   6.49) v=7.21 m/s [KF]
[lio] t=1317401389.419 | feat 3837/11698 | map  20354 | icp ok  iter  4 corr  2793 rms 0.0559   18.24 ms | p=(  667.28  -430.80   6.52) v=7.34 m/s
[lio] t=1317401389.523 | feat 3704/11730 | map  20354 | icp ok  iter  4 corr  2654 rms 0.0605   18.85 ms | p=(  666.52  -430.94   6.55) v=7.45 m/s [KF]
[lio] t=1317401389.627 | feat 3865/11725 | map  20306 | icp ok  iter  4 corr  2826 rms 0.0801   19.82 ms | p=(  665.75  -431.05   6.60) v=7.57 m/s
[lio] t=1317401389.731 | feat 3782/11695 | map  20306 | icp ok  iter  4 corr  2744 rms 0.0555   21.07 ms | p=(  664.96  -431.17   6.63) v=7.68 m/s [KF]
[lio] t=1317401389.835 | feat 3814/11686 | map  20265 | icp ok  iter  4 corr  2899 rms 0.0450   22.37 ms | p=(  664.15  -431.28   6.67) v=7.87 m/s
[lio] t=1317401389.939 | feat 3582/11452 | map  20265 | icp ok  iter  4 corr  2597 rms 0.0547   17.46 ms | p=(  663.34  -431.39   6.70) v=7.93 m/s [KF]
[lio] t=1317401390.043 | feat 3600/11455 | map  20221 | icp ok  iter  3 corr  2695 rms 0.0572   14.44 ms | p=(  662.52  -431.50   6.74) v=8.02 m/s
[lio] t=1317401390.147 | feat 3570/11344 | map  20221 | icp ok  iter  5 corr  2595 rms 0.0653   21.55 ms | p=(  661.67  -431.60   6.78) v=8.19 m/s [KF]
[lio] t=1317401390.251 | feat 3414/11188 | map  20199 | icp ok  iter  5 corr  2600 rms 0.0619   21.96 ms | p=(  660.83  -431.70   6.81) v=8.14 m/s
[lio] t=1317401390.355 | feat 3229/11008 | map  20199 | icp ok  iter  5 corr  2319 rms 0.0524   21.16 ms | p=(  659.96  -431.80   6.85) v=8.29 m/s [KF]
[lio] t=1317401390.459 | feat 3069/10813 | map  20180 | icp ok  iter  4 corr  2281 rms 0.0730   17.58 ms | p=(  659.11  -431.89   6.89) v=8.26 m/s
[lio] t=1317401390.563 | feat 3049/10572 | map  20180 | icp ok  iter  6 corr  2120 rms 0.0492   22.92 ms | p=(  658.23  -431.96   6.93) v=8.39 m/s [KF]
[lio] t=1317401390.667 | feat 3002/10457 | map  20111 | icp ok  iter  5 corr  2113 rms 0.0543   17.81 ms | p=(  657.37  -432.03   6.96) v=8.29 m/s
[lio] t=1317401390.771 | feat 3033/10505 | map  20111 | icp ok  iter  7 corr  2045 rms 0.0661   26.82 ms | p=(  656.49  -432.09   7.01) v=8.42 m/s [KF]
[lio] t=1317401390.875 | feat 3228/10848 | map  20076 | icp ok  iter  4 corr  2284 rms 0.0544   16.31 ms | p=(  655.64  -432.13   7.04) v=8.21 m/s
[lio] t=1317401390.979 | feat 3076/10966 | map  20076 | icp ok  iter  5 corr  2061 rms 0.0613   18.27 ms | p=(  654.81  -432.17   7.07) v=8.09 m/s [KF]
[lio] t=1317401391.083 | feat 3143/11052 | map  20028 | icp ok  iter  6 corr  2036 rms 0.0650   23.31 ms | p=(  653.97  -432.21   7.10) v=8.06 m/s
[lio] t=1317401391.187 | feat 3240/11496 | map  20028 | icp ok  iter  8 corr  2025 rms 0.0833   32.31 ms | p=(  653.08  -432.25   7.13) v=8.29 m/s [KF]
[lio] t=1317401391.292 | feat 3489/11854 | map  20184 | icp ok  iter  9 corr  2330 rms 0.0759   38.39 ms | p=(  652.23  -432.26   7.14) v=8.22 m/s
[lio] t=1317401391.396 | feat 3648/12450 | map  20184 | icp ok  iter  6 corr  2299 rms 0.0779   26.31 ms | p=(  651.35  -432.23   7.18) v=8.30 m/s [KF]
[lio] t=1317401391.500 | feat 3683/12697 | map  20256 | icp ok  iter  7 corr  2385 rms 0.0640   29.54 ms | p=(  650.49  -432.19   7.22) v=8.26 m/s
[lio] t=1317401391.604 | feat 3666/12765 | map  20256 | icp ok  iter  7 corr  2322 rms 0.0690   31.83 ms | p=(  649.62  -432.14   7.27) v=8.33 m/s [KF]
[lio] t=1317401391.708 | feat 3665/12791 | map  20387 | icp ok  iter  7 corr  2370 rms 0.0618   30.63 ms | p=(  648.75  -432.05   7.32) v=8.35 m/s
[lio] t=1317401391.812 | feat 3777/12999 | map  20387 | icp ok  iter  9 corr  2450 rms 0.0689   43.60 ms | p=(  647.79  -431.98   7.38) v=8.89 m/s [KF]
[lio] t=1317401391.916 | feat 3954/13131 | map  20561 | icp ok  iter  7 corr  2538 rms 0.0610   35.76 ms | p=(  646.85  -431.89   7.43) v=8.92 m/s
[lio] t=1317401392.020 | feat 3970/12964 | map  20561 | icp ok  iter  8 corr  2559 rms 0.0624   39.49 ms | p=(  645.92  -431.75   7.48) v=8.98 m/s [KF]
[lio] t=1317401392.124 | feat 4024/12862 | map  20659 | icp ok  iter 12 corr  2594 rms 0.0577   59.82 ms | p=(  645.10  -431.60   7.53) v=8.39 m/s
[lio] t=1317401392.228 | feat 4006/12784 | map  20659 | icp ok  iter  5 corr  2617 rms 0.0623   25.67 ms | p=(  644.20  -431.41   7.57) v=8.61 m/s [KF]
[lio] t=1317401392.332 | feat 4008/12824 | map  20822 | icp ok  iter 10 corr  2676 rms 0.0647   49.37 ms | p=(  643.40  -431.20   7.61) v=8.16 m/s
[lio] t=1317401392.436 | feat 4089/12872 | map  20822 | icp ok  iter  7 corr  2736 rms 0.0609   37.36 ms | p=(  642.57  -430.97   7.65) v=8.22 m/s [KF]
[lio] t=1317401392.540 | feat 4085/13070 | map  21051 | icp ok  iter  7 corr  2786 rms 0.0624   37.47 ms | p=(  641.69  -430.71   7.71) v=8.57 m/s
[lio] t=1317401392.644 | feat 4053/12971 | map  21051 | icp ok  iter  9 corr  2742 rms 0.0692   45.64 ms | p=(  640.80  -430.47   7.74) v=8.74 m/s [KF]
[lio] t=1317401392.748 | feat 3996/12813 | map  21268 | icp ok  iter  8 corr  2678 rms 0.0625   41.52 ms | p=(  640.06  -430.19   7.77) v=8.04 m/s
[lio] t=1317401392.852 | feat 3893/12794 | map  21268 | icp ok  iter 11 corr  2612 rms 0.0807   53.30 ms | p=(  639.16  -429.89   7.81) v=8.60 m/s [KF]
[lio] t=1317401392.956 | feat 4008/13027 | map  21311 | icp ok  iter  7 corr  2770 rms 0.0527   36.55 ms | p=(  638.46  -429.59   7.83) v=7.80 m/s
[lio] t=1317401393.059 | feat 3997/13097 | map  21311 | icp ok  iter  7 corr  2791 rms 0.0566   37.95 ms | p=(  637.75  -429.29   7.85) v=7.57 m/s [KF]
[lio] t=1317401393.163 | feat 3809/13022 | map  21298 | icp ok  iter  9 corr  2668 rms 0.0530   43.53 ms | p=(  636.86  -428.97   7.87) v=8.44 m/s
[lio] t=1317401393.267 | feat 3745/12851 | map  21298 | icp ok  iter  8 corr  2588 rms 0.0530   36.77 ms | p=(  636.12  -428.67   7.90) v=7.94 m/s [KF]
[lio] t=1317401393.371 | feat 3783/12847 | map  21155 | icp ok  iter  6 corr  2705 rms 0.0532   29.24 ms | p=(  635.34  -428.34   7.93) v=8.06 m/s
[lio] t=1317401393.474 | feat 3820/13017 | map  21155 | icp ok  iter  6 corr  2630 rms 0.0560   28.35 ms | p=(  634.57  -428.01   7.95) v=8.03 m/s [KF]
[lio] t=1317401393.578 | feat 3868/13082 | map  21125 | icp ok  iter  6 corr  2663 rms 0.0544   31.12 ms | p=(  633.86  -427.68   7.97) v=7.68 m/s
[lio] t=1317401393.682 | feat 3888/12965 | map  21125 | icp ok  iter  6 corr  2651 rms 0.0615   30.94 ms | p=(  633.08  -427.33   8.00) v=7.97 m/s [KF]
[lio] t=1317401393.786 | feat 3942/12889 | map  21172 | icp ok  iter  7 corr  2661 rms 0.0570   33.27 ms | p=(  632.31  -426.98   8.02) v=7.98 m/s
[lio] t=1317401393.889 | feat 3931/12822 | map  21172 | icp ok  iter  3 corr  2622 rms 0.0595   15.84 ms | p=(  631.55  -426.62   8.05) v=8.07 m/s [KF]
[lio] t=1317401393.993 | feat 3925/12859 | map  21151 | icp ok  iter  6 corr  2704 rms 0.0627   29.64 ms | p=(  630.81  -426.27   8.08) v=7.90 m/s
[lio] t=1317401394.097 | feat 4004/12824 | map  21151 | icp ok  iter  6 corr  2630 rms 0.0741   29.59 ms | p=(  630.02  -425.90   8.13) v=8.18 m/s [KF]
[lio] t=1317401394.201 | feat 3935/12656 | map  21230 | icp ok  iter  6 corr  2721 rms 0.0476   27.64 ms | p=(  629.30  -425.53   8.17) v=7.98 m/s
[lio] t=1317401394.305 | feat 3873/12615 | map  21230 | icp ok  iter  6 corr  2618 rms 0.0681   31.00 ms | p=(  628.59  -425.14   8.19) v=7.81 m/s [KF]
[lio] t=1317401394.408 | feat 3728/12448 | map  21249 | icp ok  iter  3 corr  2573 rms 0.0495   15.72 ms | p=(  627.83  -424.75   8.23) v=8.06 m/s
[lio] t=1317401394.512 | feat 3630/12502 | map  21249 | icp ok  iter  3 corr  2398 rms 0.0548   12.29 ms | p=(  627.08  -424.35   8.28) v=8.12 m/s [KF]
[lio] t=1317401394.616 | feat 3541/12400 | map  21032 | icp ok  iter  5 corr  2384 rms 0.0596   21.61 ms | p=(  626.32  -423.98   8.32) v=8.16 m/s
[lio] t=1317401394.720 | feat 3417/12220 | map  21032 | icp ok  iter  6 corr  2185 rms 0.0783   24.68 ms | p=(  625.61  -423.59   8.34) v=7.95 m/s [KF]
[lio] t=1317401394.823 | feat 3354/12132 | map  20941 | icp ok  iter  5 corr  2199 rms 0.0547   20.77 ms | p=(  624.84  -423.19   8.36) v=8.19 m/s
[lio] t=1317401394.927 | feat 3275/12019 | map  20941 | icp ok  iter  5 corr  2143 rms 0.0755   21.32 ms | p=(  624.10  -422.83   8.38) v=8.04 m/s [KF]
[lio] t=1317401395.031 | feat 2947/11500 | map  20838 | icp ok  iter  5 corr  2056 rms 0.0546   18.00 ms | p=(  623.35  -422.42   8.42) v=8.17 m/s
[lio] t=1317401395.135 | feat 2705/11210 | map  20838 | icp ok  iter  5 corr  1867 rms 0.0587   17.50 ms | p=(  622.59  -422.04   8.46) v=8.15 m/s [KF]
[lio] t=1317401395.238 | feat 2411/10972 | map  20639 | icp ok  iter 11 corr  1673 rms 0.0706   34.93 ms | p=(  621.82  -421.72   8.49) v=8.03 m/s
[lio] t=1317401395.342 | feat 2383/10976 | map  20639 | icp ok  iter  5 corr  1629 rms 0.0710   15.73 ms | p=(  621.06  -421.36   8.53) v=8.01 m/s [KF]
[lio] t=1317401395.446 | feat 2279/10785 | map  20245 | icp ok  iter  8 corr  1577 rms 0.0682   22.12 ms | p=(  620.31  -420.93   8.55) v=8.20 m/s
[lio] t=1317401395.550 | feat 2392/10661 | map  20245 | icp ok  iter  6 corr  1646 rms 0.0654   18.35 ms | p=(  619.53  -420.63   8.57) v=8.07 m/s [KF]
[lio] t=1317401395.654 | feat 2284/10601 | map  19899 | icp ok  iter  5 corr  1545 rms 0.0467   14.55 ms | p=(  618.78  -420.28   8.58) v=7.93 m/s
[lio] t=1317401395.757 | feat 2185/10380 | map  19899 | icp ok  iter  7 corr  1498 rms 0.0551   20.15 ms | p=(  618.02  -419.89   8.60) v=8.09 m/s [KF]
[lio] t=1317401395.861 | feat 2062/10145 | map  19415 | icp ok  iter  7 corr  1498 rms 0.0639   18.19 ms | p=(  617.25  -419.61   8.63) v=7.93 m/s
[lio] t=1317401395.965 | feat 1970/9772 | map  19415 | icp ok  iter  5 corr  1409 rms 0.0645   13.24 ms | p=(  616.47  -419.24   8.66) v=8.13 m/s [KF]
[lio] t=1317401396.069 | feat 1871/9651 | map  18831 | icp ok  iter  5 corr  1383 rms 0.0538   11.86 ms | p=(  615.70  -418.92   8.70) v=8.04 m/s
[lio] t=1317401396.173 | feat 1915/9774 | map  18831 | icp ok  iter  6 corr  1410 rms 0.0696   14.76 ms | p=(  614.96  -418.63   8.72) v=7.77 m/s [KF]
[lio] t=1317401396.277 | feat 1834/9678 | map  18386 | icp ok  iter  5 corr  1345 rms 0.0597   12.55 ms | p=(  614.16  -418.29   8.74) v=8.05 m/s
[lio] t=1317401396.381 | feat 1815/9591 | map  18386 | icp ok  iter  5 corr  1311 rms 0.0711   11.70 ms | p=(  613.41  -417.97   8.75) v=7.89 m/s [KF]
[lio] t=1317401396.485 | feat 1797/9649 | map  18009 | icp ok  iter  4 corr  1346 rms 0.0545   10.68 ms | p=(  612.63  -417.66   8.78) v=7.98 m/s
[lio] t=1317401396.589 | feat 1743/9622 | map  18009 | icp ok  iter  5 corr  1278 rms 0.0597   11.94 ms | p=(  611.89  -417.34   8.81) v=7.78 m/s [KF]
[lio] t=1317401396.693 | feat 1722/9431 | map  17671 | icp ok  iter  5 corr  1267 rms 0.0556   11.32 ms | p=(  611.12  -417.05   8.83) v=7.82 m/s
[lio] t=1317401396.797 | feat 1723/9283 | map  17671 | icp ok  iter  4 corr  1236 rms 0.0656    9.24 ms | p=(  610.36  -416.77   8.85) v=7.77 m/s [KF]
[lio] t=1317401396.901 | feat 1662/9133 | map  17404 | icp ok  iter  5 corr  1268 rms 0.0554   10.83 ms | p=(  609.59  -416.44   8.87) v=7.95 m/s
[lio] t=1317401397.005 | feat 1606/9206 | map  17404 | icp ok  iter  7 corr  1156 rms 0.0654   15.46 ms | p=(  608.84  -416.16   8.90) v=7.80 m/s [KF]
[lio] t=1317401397.108 | feat 1582/9280 | map  17124 | icp ok  iter  6 corr  1127 rms 0.0603   12.33 ms | p=(  608.08  -415.84   8.94) v=7.87 m/s
[lio] t=1317401397.212 | feat 1590/9401 | map  17124 | icp ok  iter  6 corr  1135 rms 0.0627   12.32 ms | p=(  607.33  -415.53   8.97) v=7.82 m/s [KF]
[lio] t=1317401397.316 | feat 1707/9231 | map  16872 | icp ok  iter  5 corr  1297 rms 0.0523   11.32 ms | p=(  606.54  -415.22   9.00) v=8.01 m/s
[lio] t=1317401397.420 | feat 1703/9101 | map  16872 | icp ok  iter  4 corr  1236 rms 0.0569    8.71 ms | p=(  605.77  -414.93   9.03) v=7.92 m/s [KF]
[lio] t=1317401397.524 | feat 1595/9000 | map  16655 | icp ok  iter  4 corr  1162 rms 0.0656    8.13 ms | p=(  605.03  -414.62   9.06) v=7.81 m/s
[lio] t=1317401397.628 | feat 1509/8903 | map  16655 | icp ok  iter  5 corr  1075 rms 0.0636    9.88 ms | p=(  604.23  -414.32   9.09) v=8.02 m/s [KF]
[lio] t=1317401397.732 | feat 1530/8898 | map  16249 | icp ok  iter  3 corr  1114 rms 0.0762    6.11 ms | p=(  603.46  -414.02   9.13) v=7.97 m/s
[lio] t=1317401397.836 | feat 1576/8886 | map  16249 | icp ok  iter  6 corr  1181 rms 0.0683   12.70 ms | p=(  602.69  -413.75   9.16) v=7.90 m/s [KF]
[lio] t=1317401397.940 | feat 1523/8961 | map  15930 | icp ok  iter  8 corr  1143 rms 0.1089   15.98 ms | p=(  601.91  -413.44   9.19) v=8.02 m/s
[lio] t=1317401398.043 | feat 1502/8903 | map  15930 | icp ok  iter  4 corr  1057 rms 0.0801    7.44 ms | p=(  601.12  -413.15   9.22) v=8.02 m/s [KF]
[lio] t=1317401398.147 | feat 1537/8923 | map  15597 | icp ok  iter  6 corr  1178 rms 0.0702   11.89 ms | p=(  600.34  -412.88   9.26) v=7.99 m/s
[lio] t=1317401398.251 | feat 1526/8820 | map  15597 | icp ok  iter  5 corr  1080 rms 0.0715   10.11 ms | p=(  599.53  -412.59   9.30) v=8.12 m/s [KF]
[lio] t=1317401398.355 | feat 1335/8657 | map  15329 | icp ok  iter  4 corr  1066 rms 0.0611    7.86 ms | p=(  598.73  -412.32   9.34) v=8.11 m/s
[lio] t=1317401398.459 | feat 1295/8604 | map  15329 | icp ok  iter  5 corr   937 rms 0.0707    8.52 ms | p=(  597.94  -412.03   9.37) v=8.09 m/s [KF]
[lio] t=1317401398.563 | feat 1239/8569 | map  14903 | icp ok  iter  5 corr  1001 rms 0.0658    8.55 ms | p=(  597.14  -411.77   9.40) v=8.08 m/s
[lio] t=1317401398.667 | feat 1377/8457 | map  14903 | icp ok  iter  4 corr  1053 rms 0.0693    7.60 ms | p=(  596.35  -411.47   9.43) v=8.13 m/s [KF]
[lio] t=1317401398.771 | feat 1386/8432 | map  14480 | icp ok  iter  4 corr  1077 rms 0.0780    7.87 ms | p=(  595.56  -411.19   9.46) v=8.08 m/s
[lio] t=1317401398.875 | feat 1329/8294 | map  14480 | icp ok  iter  4 corr  1020 rms 0.0598    7.05 ms | p=(  594.74  -410.92   9.50) v=8.23 m/s [KF]
[lio] t=1317401398.979 | feat 1324/8191 | map  13939 | icp ok  iter  4 corr  1111 rms 0.0601    7.12 ms | p=(  593.96  -410.63   9.53) v=8.07 m/s
[lio] t=1317401399.083 | feat 1292/8043 | map  13939 | icp ok  iter  3 corr  1024 rms 0.0882    5.27 ms | p=(  593.15  -410.34   9.55) v=8.14 m/s [KF]
[lio] t=1317401399.187 | feat 1245/7926 | map  13309 | icp ok  iter  5 corr  1014 rms 0.0757    8.21 ms | p=(  592.34  -410.06   9.57) v=8.21 m/s
[lio] t=1317401399.291 | feat 1212/7792 | map  13309 | icp ok  iter  4 corr   986 rms 0.0709    7.75 ms | p=(  591.56  -409.78   9.60) v=8.02 m/s [KF]
[lio] t=1317401399.395 | feat 1284/7754 | map  12678 | icp ok  iter  5 corr  1033 rms 0.0764    8.77 ms | p=(  590.75  -409.50   9.62) v=8.11 m/s
[lio] t=1317401399.499 | feat 1263/7691 | map  12678 | icp ok  iter  4 corr  1008 rms 0.0648    7.42 ms | p=(  589.98  -409.21   9.64) v=8.00 m/s [KF]
[lio] t=1317401399.603 | feat 1301/7629 | map  12118 | icp ok  iter  4 corr  1092 rms 0.0648    7.80 ms | p=(  589.15  -408.92   9.68) v=8.18 m/s
[lio] t=1317401399.707 | feat 1326/7721 | map  12118 | icp ok  iter  4 corr  1056 rms 0.0661    6.89 ms | p=(  588.38  -408.64   9.71) v=7.96 m/s [KF]
[lio] t=1317401399.811 | feat 1242/7690 | map  11595 | icp ok  iter  5 corr  1004 rms 0.0675    8.23 ms | p=(  587.57  -408.36   9.74) v=8.14 m/s
[lio] t=1317401399.915 | feat 1331/7613 | map  11595 | icp ok  iter  4 corr  1084 rms 0.0859    7.84 ms | p=(  586.80  -408.08   9.76) v=7.92 m/s [KF]
[lio] t=1317401400.019 | feat 1442/7731 | map  11129 | icp ok  iter  4 corr  1212 rms 0.0617    8.39 ms | p=(  586.02  -407.77   9.79) v=7.95 m/s
[lio] t=1317401400.123 | feat 1302/7578 | map  11129 | icp ok  iter  3 corr  1070 rms 0.0601    5.69 ms | p=(  585.26  -407.47   9.82) v=7.89 m/s [KF]
[lio] t=1317401400.227 | feat 1331/7516 | map  10555 | icp ok  iter  4 corr  1106 rms 0.0770    7.94 ms | p=(  584.46  -407.19   9.85) v=8.01 m/s
[lio] t=1317401400.331 | feat 1205/7355 | map  10555 | icp ok  iter  4 corr  1014 rms 0.0653    6.27 ms | p=(  583.71  -406.87   9.88) v=7.84 m/s [KF]
[lio] t=1317401400.435 | feat 1125/7275 | map  10068 | icp ok  iter  3 corr   918 rms 0.0657    5.28 ms | p=(  582.96  -406.57   9.90) v=7.78 m/s
[lio] t=1317401400.539 | feat 1066/7220 | map  10068 | icp ok  iter  4 corr   876 rms 0.0532    6.29 ms | p=(  582.19  -406.24   9.93) v=7.87 m/s [KF]
[lio] t=1317401400.643 | feat 1162/7258 | map   9763 | icp ok  iter  6 corr   923 rms 0.0666    9.24 ms | p=(  581.42  -405.95   9.96) v=7.88 m/s
[lio] t=1317401400.747 | feat 1195/7309 | map   9763 | icp ok  iter  5 corr   903 rms 0.0799    8.17 ms | p=(  580.67  -405.62   9.98) v=7.84 m/s [KF]
[lio] t=1317401400.851 | feat 1203/7262 | map   9621 | icp ok  iter  4 corr   936 rms 0.0700    7.01 ms | p=(  579.96  -405.31  10.01) v=7.58 m/s
[lio] t=1317401400.954 | feat 1206/7109 | map   9621 | icp ok  iter  4 corr   911 rms 0.0727    6.19 ms | p=(  579.20  -405.00  10.04) v=7.69 m/s [KF]
[lio] t=1317401401.058 | feat 1166/6880 | map   9500 | icp ok  iter  4 corr   901 rms 0.0796    6.20 ms | p=(  578.46  -404.68  10.06) v=7.71 m/s
[lio] t=1317401401.162 | feat 1073/6840 | map   9500 | icp ok  iter  4 corr   806 rms 0.0938    5.30 ms | p=(  577.74  -404.37  10.08) v=7.54 m/s [KF]
[lio] t=1317401401.266 | feat 1082/6790 | map   9395 | icp ok  iter  5 corr   769 rms 0.0895    7.03 ms | p=(  577.03  -404.06  10.11) v=7.49 m/s
[lio] t=1317401401.370 | feat 1044/6692 | map   9395 | icp ok  iter  4 corr   759 rms 0.0716    5.49 ms | p=(  576.30  -403.75  10.12) v=7.57 m/s [KF]
[lio] t=1317401401.474 | feat 1052/6627 | map   9244 | icp ok  iter  4 corr   764 rms 0.0601    5.20 ms | p=(  575.58  -403.45  10.14) v=7.51 m/s
[lio] t=1317401401.578 | feat 1082/6621 | map   9244 | icp ok  iter  4 corr   738 rms 0.0641    5.34 ms | p=(  574.83  -403.14  10.17) v=7.66 m/s [KF]
[lio] t=1317401401.682 | feat 1038/6657 | map   9172 | icp ok  iter  5 corr   733 rms 0.0556    6.79 ms | p=(  574.10  -402.84  10.19) v=7.64 m/s
[lio] t=1317401401.786 | feat 1037/6554 | map   9172 | icp ok  iter  5 corr   730 rms 0.0785    6.41 ms | p=(  573.34  -402.50  10.22) v=7.84 m/s [KF]
