[INFO] [1789098119.323686397] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-point ICP)
[INFO] [1789098119.323825512] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789098119.323834789] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789098119.323840992] [lidar_inertial_odometer]:   ring   : selection=all band=[16,47] -> 32/64 ch (dropped 16 above + 16 below)
[INFO] [1789098119.323848039] [lidar_inertial_odometer]:   input  : voxelized points (no normal estimation)
[INFO] [1789098124.844418102] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789098129.904541426] [lidar_inertial_odometer]: odometer initialized (t=1317400963.391)
[lio] initialized at t=1317400963.390639 | |a|=9.844 m/s^2
[lio] t=1317401341.836 | feat 2384/54756 | map  13975 | icp ok  iter 36 corr  2376 rms 0.2114   98.09 ms | p=(  656.88   -47.09 -97.01) v=8.52 m/s
[lio] t=1317401341.940 | feat 2464/54261 | map  13975 | icp ok  iter 32 corr  2440 rms 0.4632   79.73 ms | p=(  657.56   -46.73 -97.21) v=8.27 m/s [KF]
[lio] t=1317401342.044 | feat 2433/53006 | map  13932 | icp ok  iter 35 corr  2433 rms 0.2860   92.71 ms | p=(  658.30   -46.40 -97.42) v=8.44 m/s
[lio] t=1317401342.148 | feat 2433/51922 | map  13932 | icp ok  iter 22 corr  2422 rms 0.3556   52.15 ms | p=(  659.08   -46.04 -97.65) v=8.78 m/s [KF]
[lio] t=1317401342.252 | feat 2442/50609 | map  13959 | icp ok  iter 22 corr  2442 rms 0.3112   57.32 ms | p=(  659.82   -45.69 -97.85) v=8.62 m/s
[lio] t=1317401342.356 | feat 2534/50400 | map  13959 | icp ok  iter  8 corr  2533 rms 0.3412   26.40 ms | p=(  660.58   -45.33 -98.06) v=8.66 m/s [KF]
[lio] t=1317401342.459 | feat 2582/50792 | map  13914 | icp ok  iter 17 corr  2570 rms 0.3209   46.65 ms | p=(  661.34   -44.98 -98.27) v=8.68 m/s
[lio] t=1317401342.563 | feat 2833/52998 | map  13914 | icp ok  iter 33 corr  2613 rms 0.5673   92.85 ms | p=(  662.10   -44.65 -98.49) v=8.71 m/s [KF]
[lio] t=1317401342.667 | feat 2936/55410 | map  14283 | icp ok  iter 14 corr  2907 rms 0.2828   43.59 ms | p=(  662.87   -44.34 -98.72) v=8.73 m/s
[lio] t=1317401342.771 | feat 3105/57587 | map  14283 | icp ok  iter 31 corr  3023 rms 0.5544  106.98 ms | p=(  663.85   -43.96 -99.00) v=10.05 m/s [KF]
[lio] t=1317401342.875 | feat 3076/58026 | map  14569 | icp ok  iter 23 corr  3076 rms 0.2331   79.92 ms | p=(  664.63   -43.63 -99.22) v=9.30 m/s
[lio] t=1317401342.979 | feat 3085/58548 | map  14569 | icp ok  iter 24 corr  3085 rms 0.3078   89.42 ms | p=(  665.32   -43.35 -99.41) v=8.36 m/s [KF]
[lio] t=1317401343.083 | feat 3030/58820 | map  14688 | icp ok  iter  9 corr  3029 rms 0.1994   25.13 ms | p=(  666.13   -43.02 -99.63) v=8.77 m/s
[lio] t=1317401343.187 | feat 3057/59129 | map  14688 | icp ok  iter 23 corr  3057 rms 0.2116   82.50 ms | p=(  666.82   -42.75 -99.82) v=8.16 m/s [KF]
[lio] t=1317401343.290 | feat 3017/59757 | map  14755 | icp ok  iter 24 corr  3017 rms 0.1902   98.50 ms | p=(  667.84   -42.34 -100.11) v=10.08 m/s [KF]
[lio] t=1317401343.394 | feat 2888/59829 | map  14616 | icp ok  iter 21 corr  2888 rms 0.1958   80.10 ms | p=(  668.58   -42.02 -100.34) v=9.06 m/s
[lio] t=1317401343.498 | feat 2850/59833 | map  14616 | icp ok  iter 27 corr  2848 rms 0.3540   90.84 ms | p=(  669.34   -41.71 -100.56) v=8.80 m/s [KF]
[lio] t=1317401343.602 | feat 2887/60073 | map  14621 | icp ok  iter 36 corr  2887 rms 0.2446  123.73 ms | p=(  670.35   -41.30 -100.86) v=10.30 m/s [KF]
[lio] t=1317401343.706 | feat 2858/59939 | map  14467 | icp ok  iter 21 corr  2858 rms 0.2554   58.20 ms | p=(  671.35   -40.89 -101.15) v=10.79 m/s [KF]
[lio] t=1317401343.810 | feat 2802/60026 | map  14168 | icp ok  iter 18 corr  2802 rms 0.2566   52.51 ms | p=(  672.37   -40.46 -101.44) v=11.15 m/s [KF]
[lio] t=1317401343.914 | feat 2839/59909 | map  13691 | icp ok  iter 50 corr  2839 rms 0.1909  177.94 ms | p=(  673.16   -40.15 -101.67) v=9.72 m/s
[lio] t=1317401344.018 | feat 2785/59959 | map  13691 | icp ok  iter 22 corr  2785 rms 0.2436   76.97 ms | p=(  674.19   -39.73 -101.96) v=10.69 m/s [KF]
[lio] t=1317401344.122 | feat 2863/59952 | map  13093 | icp ok  iter 41 corr  2863 rms 0.1756  152.27 ms | p=(  674.96   -39.42 -102.18) v=9.41 m/s
[lio] t=1317401344.225 | feat 2900/60024 | map  13093 | icp ok  iter 25 corr  2899 rms 0.2980   83.52 ms | p=(  675.94   -39.02 -102.45) v=10.28 m/s [KF]
[lio] t=1317401344.329 | feat 2925/60382 | map  12948 | icp ok  iter 36 corr  2925 rms 0.2520  127.40 ms | p=(  676.71   -38.72 -102.68) v=9.18 m/s
[lio] t=1317401344.433 | feat 2948/60639 | map  12948 | icp ok  iter 37 corr  2948 rms 0.4804  129.75 ms | p=(  677.40   -38.44 -102.88) v=8.30 m/s [KF]
[lio] t=1317401344.537 | feat 2955/60978 | map  12964 | icp ok  iter  7 corr  2951 rms 0.2182   20.20 ms | p=(  678.18   -38.12 -103.10) v=8.51 m/s
[lio] t=1317401344.641 | feat 3040/61044 | map  12964 | icp ok  iter 20 corr  3030 rms 0.3010   77.54 ms | p=(  678.86   -37.84 -103.30) v=7.99 m/s [KF]
[lio] t=1317401344.745 | feat 3048/61325 | map  12912 | icp ok  iter 17 corr  3048 rms 0.1873   52.33 ms | p=(  679.56   -37.56 -103.50) v=7.88 m/s
[lio] t=1317401344.849 | feat 3173/61419 | map  12912 | icp ok  iter  8 corr  3173 rms 0.2508   25.45 ms | p=(  680.32   -37.25 -103.71) v=8.22 m/s [KF]
[lio] t=1317401344.953 | feat 3201/61507 | map  12777 | icp ok  iter 14 corr  3201 rms 0.1898   41.44 ms | p=(  681.08   -36.94 -103.93) v=8.39 m/s
[lio] t=1317401345.056 | feat 3308/61370 | map  12777 | icp ok  iter 40 corr  3284 rms 0.3342  140.44 ms | p=(  681.78   -36.65 -104.13) v=8.00 m/s [KF]
[lio] t=1317401345.160 | feat 3346/61244 | map  12796 | icp ok  iter 16 corr  3332 rms 0.2849   51.50 ms | p=(  682.52   -36.36 -104.36) v=8.15 m/s
[lio] t=1317401345.264 | feat 3394/60775 | map  12796 | icp ok  iter 23 corr  3346 rms 0.4260   86.67 ms | p=(  683.20   -36.08 -104.55) v=7.82 m/s [KF]
[lio] t=1317401345.368 | feat 3467/60781 | map  12919 | icp ok  iter 10 corr  3467 rms 0.2365   33.02 ms | p=(  683.94   -35.78 -104.77) v=8.05 m/s
[lio] t=1317401345.472 | feat 3518/60626 | map  12919 | icp ok  iter 15 corr  3518 rms 0.3420   48.88 ms | p=(  684.69   -35.48 -104.98) v=8.22 m/s [KF]
[lio] t=1317401345.576 | feat 3599/60483 | map  12945 | icp ok  iter 17 corr  3599 rms 0.1993   66.11 ms | p=(  685.43   -35.16 -105.19) v=8.22 m/s
[lio] t=1317401345.680 | feat 3650/60531 | map  12945 | icp ok  iter 29 corr  3648 rms 0.2656  133.84 ms | p=(  686.45   -34.77 -105.47) v=9.95 m/s [KF]
[lio] t=1317401345.784 | feat 3649/60600 | map  12845 | icp ok  iter 26 corr  3649 rms 0.1933  123.61 ms | p=(  687.17   -34.46 -105.68) v=8.76 m/s
[lio] t=1317401345.888 | feat 3620/60619 | map  12845 | icp ok  iter 18 corr  3610 rms 0.2840   69.29 ms | p=(  687.94   -34.15 -105.90) v=8.53 m/s [KF]
[lio] t=1317401345.991 | feat 3614/60498 | map  12845 | icp ok  iter 19 corr  3614 rms 0.2257   72.64 ms | p=(  688.66   -33.85 -106.12) v=8.19 m/s
[lio] t=1317401346.095 | feat 3547/60577 | map  12845 | icp ok  iter  4 corr  3547 rms 0.3582   16.20 ms | p=(  689.43   -33.53 -106.35) v=8.28 m/s [KF]
[lio] t=1317401346.199 | feat 3409/60576 | map  12941 | icp ok  iter 23 corr  3409 rms 0.2259   85.51 ms | p=(  690.15   -33.24 -106.56) v=8.04 m/s
[lio] t=1317401346.303 | feat 3338/60491 | map  12941 | icp ok  iter 17 corr  3338 rms 0.3466   52.43 ms | p=(  690.88   -32.93 -106.77) v=8.00 m/s [KF]
[lio] t=1317401346.407 | feat 3277/60172 | map  13032 | icp ok  iter 12 corr  3269 rms 0.1792   40.31 ms | p=(  691.61   -32.64 -106.99) v=7.92 m/s
[lio] t=1317401346.511 | feat 3218/59510 | map  13032 | icp ok  iter 13 corr  3218 rms 0.2547   45.76 ms | p=(  692.30   -32.35 -107.18) v=7.65 m/s [KF]
[lio] t=1317401346.615 | feat 3183/58997 | map  12974 | icp ok  iter  9 corr  3176 rms 0.1760   26.78 ms | p=(  693.00   -32.07 -107.39) v=7.62 m/s
[lio] t=1317401346.719 | feat 3133/58601 | map  12974 | icp ok  iter 12 corr  3106 rms 0.3722   39.50 ms | p=(  693.67   -31.80 -107.58) v=7.34 m/s [KF]
[lio] t=1317401346.823 | feat 3105/58629 | map  12985 | icp ok  iter 13 corr  3103 rms 0.2903   37.74 ms | p=(  694.33   -31.52 -107.78) v=7.25 m/s
[lio] t=1317401346.927 | feat 3106/58440 | map  12985 | icp ok  iter 50 corr  3085 rms 0.3957  177.83 ms | p=(  694.77   -31.34 -107.91) v=5.75 m/s [KF]
[lio] t=1317401347.031 | feat 3157/58467 | map  13133 | icp ok  iter 15 corr  3155 rms 0.2650   57.12 ms | p=(  695.45   -31.06 -108.10) v=6.69 m/s
[lio] t=1317401347.135 | feat 3162/58414 | map  13133 | icp ok  iter 15 corr  3134 rms 0.4403   44.87 ms | p=(  696.07   -30.81 -108.29) v=6.69 m/s [KF]
[lio] t=1317401347.239 | feat 3272/58505 | map  13254 | icp ok  iter 24 corr  3272 rms 0.2651   93.57 ms | p=(  696.56   -30.61 -108.42) v=5.89 m/s
[lio] t=1317401347.343 | feat 3362/58435 | map  13254 | icp ok  iter 19 corr  3360 rms 0.4141   60.27 ms | p=(  697.13   -30.38 -108.58) v=6.00 m/s [KF]
[lio] t=1317401347.447 | feat 3472/58176 | map  13530 | icp ok  iter 14 corr  3472 rms 0.2487   62.84 ms | p=(  697.58   -30.20 -108.71) v=5.28 m/s
[lio] t=1317401347.551 | feat 3555/57902 | map  13530 | icp ok  iter 48 corr  3547 rms 0.3360  190.99 ms | p=(  698.05   -30.01 -108.83) v=5.15 m/s [KF]
[lio] t=1317401347.655 | feat 3621/57451 | map  13732 | icp ok  iter 17 corr  3617 rms 0.2036   73.94 ms | p=(  698.47   -29.78 -108.95) v=4.88 m/s
[lio] t=1317401347.759 | feat 3662/57289 | map  13732 | icp ok  iter 23 corr  3658 rms 0.2939   91.94 ms | p=(  698.91   -29.69 -109.07) v=4.68 m/s
[lio] t=1317401347.863 | feat 3760/57364 | map  13732 | icp ok  iter 18 corr  3755 rms 0.3750   84.48 ms | p=(  699.47   -29.53 -109.22) v=5.43 m/s [KF]
[lio] t=1317401347.968 | feat 3846/57525 | map  14019 | icp ok  iter 37 corr  3845 rms 0.2210  160.21 ms | p=(  699.85   -29.40 -109.33) v=4.62 m/s
[lio] t=1317401348.072 | feat 3870/57798 | map  14019 | icp ok  iter 15 corr  3868 rms 0.2332   61.99 ms | p=(  700.25   -29.29 -109.44) v=4.46 m/s
[lio] t=1317401348.176 | feat 3906/57827 | map  14019 | icp ok  iter 32 corr  3903 rms 0.2678  128.05 ms | p=(  700.62   -29.25 -109.54) v=4.12 m/s [KF]
[lio] t=1317401348.280 | feat 3931/58342 | map  14211 | icp ok  iter 40 corr  3931 rms 0.1894  164.47 ms | p=(  700.95   -29.14 -109.64) v=3.85 m/s
[lio] t=1317401348.384 | feat 3937/58841 | map  14211 | icp ok  iter 24 corr  3937 rms 0.2463   96.23 ms | p=(  701.30   -29.04 -109.74) v=3.90 m/s
[lio] t=1317401348.489 | feat 3985/59386 | map  14211 | icp ok  iter 21 corr  3985 rms 0.2724   89.72 ms | p=(  701.63   -28.96 -109.83) v=3.75 m/s [KF]
[lio] t=1317401348.593 | feat 4087/59886 | map  14148 | icp ok  iter  8 corr  4087 rms 0.1766   34.85 ms | p=(  702.01   -28.90 -109.93) v=3.92 m/s
[lio] t=1317401348.697 | feat 4147/59985 | map  14148 | icp ok  iter 22 corr  4146 rms 0.1980   99.51 ms | p=(  702.32   -28.89 -110.02) v=3.61 m/s
[lio] t=1317401348.801 | feat 4128/60107 | map  14148 | icp ok  iter  9 corr  4124 rms 0.2394   41.70 ms | p=(  702.69   -28.85 -110.13) v=3.86 m/s [KF]
[lio] t=1317401348.906 | feat 4114/60020 | map  14201 | icp ok  iter 28 corr  4114 rms 0.1723  131.28 ms | p=(  702.99   -28.89 -110.22) v=3.52 m/s
[lio] t=1317401349.010 | feat 4113/59588 | map  14201 | icp ok  iter 20 corr  4113 rms 0.1764   95.96 ms | p=(  703.32   -28.82 -110.32) v=3.62 m/s
[lio] t=1317401349.114 | feat 4171/59218 | map  14201 | icp ok  iter 14 corr  4171 rms 0.1939   73.23 ms | p=(  703.66   -28.88 -110.42) v=3.67 m/s [KF]
[lio] t=1317401349.218 | feat 3946/58611 | map  14205 | icp ok  iter 25 corr  3946 rms 0.1706  107.60 ms | p=(  703.98   -28.86 -110.52) v=3.62 m/s
[lio] t=1317401349.322 | feat 3822/58164 | map  14205 | icp ok  iter 16 corr  3822 rms 0.1866   68.61 ms | p=(  704.33   -28.90 -110.62) v=3.79 m/s
[lio] t=1317401349.427 | feat 3826/58291 | map  14205 | icp ok  iter 35 corr  3826 rms 0.1868  153.03 ms | p=(  704.57   -28.95 -110.71) v=3.19 m/s
[lio] t=1317401349.531 | feat 4003/59009 | map  14205 | icp ok  iter 22 corr  3998 rms 0.2474   83.64 ms | p=(  704.91   -29.01 -110.81) v=3.53 m/s [KF]
[lio] t=1317401349.635 | feat 4068/59789 | map  14235 | icp ok  iter 26 corr  4063 rms 0.2258  110.73 ms | p=(  705.19   -29.13 -110.91) v=3.49 m/s
[lio] t=1317401349.739 | feat 4181/59841 | map  14235 | icp ok  iter 33 corr  4157 rms 0.2978  132.08 ms | p=(  705.50   -29.24 -111.00) v=3.65 m/s
[lio] t=1317401349.843 | feat 4212/60142 | map  14235 | icp ok  iter 13 corr  4197 rms 0.2772   55.89 ms | p=(  705.85   -29.38 -111.13) v=4.00 m/s [KF]
[lio] t=1317401349.947 | feat 4148/60471 | map  14323 | icp ok  iter 26 corr  4148 rms 0.1800  117.87 ms | p=(  706.16   -29.47 -111.24) v=3.89 m/s
[lio] t=1317401350.051 | feat 4041/60764 | map  14323 | icp ok  iter 16 corr  4041 rms 0.2030   70.12 ms | p=(  706.50   -29.58 -111.37) v=4.04 m/s
[lio] t=1317401350.155 | feat 3939/60895 | map  14323 | icp ok  iter 36 corr  3939 rms 0.2269  142.21 ms | p=(  706.87   -29.76 -111.51) v=4.43 m/s [KF]
[lio] t=1317401350.259 | feat 3939/61137 | map  14366 | icp ok  iter 13 corr  3939 rms 0.1748   63.29 ms | p=(  707.22   -29.97 -111.65) v=4.54 m/s
[lio] t=1317401350.363 | feat 3908/61113 | map  14366 | icp ok  iter 34 corr  3908 rms 0.1872  158.58 ms | p=(  707.50   -30.15 -111.74) v=4.16 m/s
[lio] t=1317401350.467 | feat 3969/60860 | map  14366 | icp ok  iter 18 corr  3969 rms 0.1978   69.24 ms | p=(  707.86   -30.41 -111.86) v=4.62 m/s [KF]
[lio] t=1317401350.571 | feat 3930/60928 | map  14286 | icp ok  iter 17 corr  3930 rms 0.1728   73.50 ms | p=(  708.21   -30.68 -111.99) v=4.81 m/s
[lio] t=1317401350.674 | feat 3947/60900 | map  14286 | icp ok  iter 19 corr  3947 rms 0.1879   84.44 ms | p=(  708.58   -30.95 -112.12) v=4.98 m/s
[lio] t=1317401350.778 | feat 3961/61204 | map  14286 | icp ok  iter 11 corr  3961 rms 0.2059   53.24 ms | p=(  708.95   -31.24 -112.27) v=5.20 m/s [KF]
[lio] t=1317401350.882 | feat 3909/61184 | map  14240 | icp ok  iter 13 corr  3909 rms 0.1813   59.67 ms | p=(  709.34   -31.56 -112.40) v=5.40 m/s
[lio] t=1317401350.986 | feat 3851/61087 | map  14240 | icp ok  iter 15 corr  3851 rms 0.2188   59.74 ms | p=(  709.75   -31.89 -112.55) v=5.64 m/s [KF]
[lio] t=1317401351.090 | feat 3744/61031 | map  14273 | icp ok  iter 15 corr  3744 rms 0.1664   69.48 ms | p=(  710.13   -32.28 -112.68) v=5.73 m/s
[lio] t=1317401351.194 | feat 3769/61003 | map  14273 | icp ok  iter 19 corr  3769 rms 0.1957   77.44 ms | p=(  710.50   -32.66 -112.82) v=5.78 m/s [KF]
[lio] t=1317401351.298 | feat 3628/60797 | map  14137 | icp ok  iter 16 corr  3628 rms 0.2024   59.13 ms | p=(  710.89   -33.09 -112.97) v=6.09 m/s
[lio] t=1317401351.402 | feat 3637/60551 | map  14137 | icp ok  iter 30 corr  3632 rms 0.2778  113.32 ms | p=(  711.27   -33.49 -113.12) v=6.02 m/s [KF]
[lio] t=1317401351.505 | feat 3637/60710 | map  13991 | icp ok  iter 21 corr  3637 rms 0.1919   83.33 ms | p=(  711.67   -34.01 -113.26) v=6.52 m/s
[lio] t=1317401351.609 | feat 3639/60986 | map  13991 | icp ok  iter 24 corr  3639 rms 0.2345   95.64 ms | p=(  712.01   -34.47 -113.40) v=6.30 m/s [KF]
[lio] t=1317401351.713 | feat 3641/61085 | map  13966 | icp ok  iter  8 corr  3641 rms 0.2015   33.53 ms | p=(  712.41   -35.00 -113.55) v=6.71 m/s
[lio] t=1317401351.817 | feat 3660/61117 | map  13966 | icp ok  iter 17 corr  3660 rms 0.2566   70.24 ms | p=(  712.77   -35.54 -113.69) v=6.77 m/s [KF]
[lio] t=1317401351.921 | feat 3625/61207 | map  13992 | icp ok  iter 34 corr  3625 rms 0.1915  129.54 ms | p=(  713.10   -36.13 -113.82) v=6.94 m/s
[lio] t=1317401352.025 | feat 3650/61371 | map  13992 | icp ok  iter  7 corr  3650 rms 0.2205   24.20 ms | p=(  713.49   -36.74 -113.97) v=7.28 m/s [KF]
[lio] t=1317401352.129 | feat 3614/61398 | map  13716 | icp ok  iter 14 corr  3614 rms 0.1746   56.16 ms | p=(  713.82   -37.38 -114.09) v=7.38 m/s
[lio] t=1317401352.233 | feat 3627/61410 | map  13716 | icp ok  iter 23 corr  3627 rms 0.1943   84.21 ms | p=(  714.17   -38.08 -114.23) v=7.78 m/s [KF]
[lio] t=1317401352.336 | feat 3636/61284 | map  13334 | icp ok  iter 46 corr  3636 rms 0.1803  196.93 ms | p=(  714.45   -38.75 -114.34) v=7.61 m/s
[lio] t=1317401352.440 | feat 3615/61244 | map  13334 | icp ok  iter 13 corr  3615 rms 0.3060   43.26 ms | p=(  714.79   -39.48 -114.47) v=7.96 m/s [KF]
[lio] t=1317401352.544 | feat 3593/61326 | map  13169 | icp ok  iter 50 corr  3593 rms 0.2673  212.29 ms | p=(  715.18   -40.48 -114.63) v=9.70 m/s [KF]
[lio] t=1317401352.647 | feat 3615/61029 | map  13092 | icp ok  iter 50 corr  3615 rms 0.2175  222.48 ms | p=(  715.47   -41.20 -114.76) v=8.62 m/s
[lio] t=1317401352.751 | feat 3605/60482 | map  13092 | icp ok  iter 22 corr  3605 rms 0.3065   87.19 ms | p=(  715.76   -42.01 -114.88) v=8.73 m/s [KF]
[lio] t=1317401352.855 | feat 3614/59976 | map  13040 | icp ok  iter 31 corr  3614 rms 0.2159  120.57 ms | p=(  716.05   -42.79 -115.00) v=8.56 m/s
[lio] t=1317401352.958 | feat 3643/59510 | map  13040 | icp ok  iter 30 corr  3643 rms 0.3172  113.28 ms | p=(  716.38   -43.69 -115.14) v=9.20 m/s [KF]
[lio] t=1317401353.062 | feat 3691/58914 | map  13097 | icp ok  iter 29 corr  3691 rms 0.2119  129.42 ms | p=(  716.62   -44.38 -115.24) v=8.14 m/s
[lio] t=1317401353.166 | feat 3706/58535 | map  13097 | icp ok  iter 19 corr  3706 rms 0.2774   84.97 ms | p=(  716.93   -45.24 -115.37) v=8.79 m/s [KF]
[lio] t=1317401353.270 | feat 3736/57356 | map  13176 | icp ok  iter 18 corr  3736 rms 0.2290   77.59 ms | p=(  717.21   -46.01 -115.49) v=8.51 m/s
[lio] t=1317401353.373 | feat 3801/56436 | map  13176 | icp ok  iter 48 corr  3799 rms 0.3481  184.73 ms | p=(  717.46   -46.79 -115.60) v=8.35 m/s [KF]
[lio] t=1317401353.477 | feat 3710/56365 | map  13422 | icp ok  iter 21 corr  3710 rms 0.2265   81.85 ms | p=(  717.74   -47.58 -115.72) v=8.45 m/s
[lio] t=1317401353.581 | feat 3719/55253 | map  13422 | icp ok  iter 37 corr  3713 rms 0.3686  148.58 ms | p=(  718.11   -48.62 -115.87) v=10.02 m/s [KF]
[lio] t=1317401353.685 | feat 3756/53241 | map  13628 | icp ok  iter 21 corr  3744 rms 0.2709   90.85 ms | p=(  718.49   -49.68 -116.04) v=10.82 m/s [KF]
[lio] t=1317401353.788 | feat 3789/52714 | map  13848 | icp ok  iter 16 corr  3788 rms 0.3215   61.83 ms | p=(  718.88   -50.76 -116.21) v=11.26 m/s [KF]
[lio] t=1317401353.892 | feat 3902/53290 | map  14149 | icp ok  iter 16 corr  3887 rms 0.2883   66.09 ms | p=(  719.25   -51.84 -116.37) v=11.40 m/s [KF]
[lio] t=1317401353.996 | feat 3910/54997 | map  14460 | icp ok  iter 23 corr  3910 rms 0.2496   88.39 ms | p=(  719.63   -52.93 -116.54) v=11.49 m/s [KF]
[lio] t=1317401354.100 | feat 3901/59248 | map  14746 | icp ok  iter 30 corr  3901 rms 0.2382  124.70 ms | p=(  719.99   -53.97 -116.70) v=11.22 m/s [KF]
[lio] t=1317401354.204 | feat 3906/59098 | map  14932 | icp ok  iter 46 corr  3906 rms 0.2429  217.82 ms | p=(  720.32   -54.92 -116.85) v=10.50 m/s [KF]
[lio] t=1317401354.307 | feat 3853/58752 | map  14969 | icp ok  iter 11 corr  3853 rms 0.2709   46.38 ms | p=(  720.68   -55.96 -117.02) v=10.81 m/s [KF]
[lio] t=1317401354.411 | feat 3822/58018 | map  14995 | icp ok  iter 45 corr  3822 rms 0.2735  209.37 ms | p=(  720.96   -56.78 -117.15) v=9.55 m/s
[lio] t=1317401354.515 | feat 3761/57570 | map  14995 | icp ok  iter 22 corr  3759 rms 0.3762   87.64 ms | p=(  721.32   -57.84 -117.33) v=10.53 m/s [KF]
[lio] t=1317401354.619 | feat 3671/57329 | map  14860 | icp ok  iter 14 corr  3667 rms 0.2609   59.37 ms | p=(  721.72   -58.95 -117.50) v=11.29 m/s [KF]
[lio] t=1317401354.723 | feat 3734/55471 | map  14789 | icp ok  iter  7 corr  3728 rms 0.2444   28.61 ms | p=(  722.10   -60.05 -117.67) v=11.46 m/s [KF]
[lio] t=1317401354.827 | feat 3617/52941 | map  14683 | icp ok  iter 21 corr  3617 rms 0.2472   81.59 ms | p=(  722.47   -61.10 -117.85) v=11.25 m/s [KF]
[lio] t=1317401354.930 | feat 3484/49643 | map  14594 | icp ok  iter 21 corr  3484 rms 0.2651   79.03 ms | p=(  722.88   -62.27 -118.04) v=11.91 m/s [KF]
[lio] t=1317401355.034 | feat 3452/47129 | map  14537 | icp ok  iter 13 corr  3452 rms 0.2909   48.68 ms | p=(  723.28   -63.36 -118.22) v=11.73 m/s [KF]
[lio] t=1317401355.138 | feat 3387/45617 | map  14457 | icp ok  iter 21 corr  3383 rms 0.2873   75.32 ms | p=(  723.66   -64.46 -118.40) v=11.60 m/s [KF]
[lio] t=1317401355.242 | feat 3117/45369 | map  14525 | icp ok  iter 15 corr  3113 rms 0.3135   45.98 ms | p=(  724.04   -65.55 -118.57) v=11.55 m/s [KF]
[lio] t=1317401355.346 | feat 2897/47185 | map  14644 | icp ok  iter 21 corr  2886 rms 0.3740   66.14 ms | p=(  724.42   -66.61 -118.75) v=11.30 m/s [KF]
[lio] t=1317401355.450 | feat 2930/46020 | map  14749 | icp ok  iter 21 corr  2922 rms 0.4980   70.04 ms | p=(  724.77   -67.61 -118.90) v=10.88 m/s [KF]
[lio] t=1317401355.554 | feat 2918/45971 | map  15014 | icp ok  iter 14 corr  2918 rms 0.4199   43.69 ms | p=(  725.16   -68.72 -119.09) v=11.35 m/s [KF]
[lio] t=1317401355.658 | feat 2974/45725 | map  15146 | icp ok  iter  7 corr  2974 rms 0.3645   20.86 ms | p=(  725.54   -69.83 -119.27) v=11.54 m/s [KF]
[lio] t=1317401355.762 | feat 3178/48139 | map  15319 | icp ok  iter 13 corr  3175 rms 0.3409   46.60 ms | p=(  725.92   -70.91 -119.44) v=11.43 m/s [KF]
[lio] t=1317401355.865 | feat 3335/51149 | map  15546 | icp ok  iter 14 corr  3335 rms 0.2535   49.89 ms | p=(  726.30   -71.99 -119.62) v=11.39 m/s [KF]
[lio] t=1317401355.969 | feat 3501/53672 | map  15706 | icp ok  iter 22 corr  3500 rms 0.2257   78.88 ms | p=(  726.69   -73.06 -119.80) v=11.33 m/s [KF]
[lio] t=1317401356.073 | feat 3494/54559 | map  15769 | icp ok  iter  8 corr  3493 rms 0.2139   28.09 ms | p=(  727.09   -74.16 -119.99) v=11.55 m/s [KF]
[lio] t=1317401356.177 | feat 3611/52745 | map  15749 | icp ok  iter 11 corr  3610 rms 0.2160   42.13 ms | p=(  727.47   -75.26 -120.17) v=11.52 m/s [KF]
[lio] t=1317401356.281 | feat 3903/51282 | map  15626 | icp ok  iter 15 corr  3887 rms 0.3083   57.99 ms | p=(  727.85   -76.35 -120.35) v=11.50 m/s [KF]
[lio] t=1317401356.385 | feat 3929/50426 | map  15777 | icp ok  iter 25 corr  3929 rms 0.3269   94.15 ms | p=(  728.23   -77.45 -120.53) v=11.49 m/s [KF]
[lio] t=1317401356.489 | feat 3980/51990 | map  15918 | icp ok  iter  9 corr  3980 rms 0.3507   37.94 ms | p=(  728.61   -78.56 -120.71) v=11.59 m/s [KF]
[lio] t=1317401356.593 | feat 3991/54101 | map  16108 | icp ok  iter 17 corr  3983 rms 0.2685   64.46 ms | p=(  729.00   -79.67 -120.90) v=11.63 m/s [KF]
[lio] t=1317401356.697 | feat 4183/56504 | map  16225 | icp ok  iter 11 corr  4183 rms 0.2854   45.92 ms | p=(  729.38   -80.79 -121.08) v=11.70 m/s [KF]
[lio] t=1317401356.801 | feat 4314/58837 | map  16301 | icp ok  iter  9 corr  4314 rms 0.2361   41.06 ms | p=(  729.76   -81.92 -121.26) v=11.80 m/s [KF]
[lio] t=1317401356.905 | feat 4427/60042 | map  16354 | icp ok  iter 11 corr  4427 rms 0.2129   54.78 ms | p=(  730.15   -83.02 -121.45) v=11.68 m/s [KF]
[lio] t=1317401357.009 | feat 4455/59358 | map  16303 | icp ok  iter 15 corr  4455 rms 0.2362   69.45 ms | p=(  730.53   -84.12 -121.63) v=11.59 m/s [KF]
[lio] t=1317401357.112 | feat 4496/59102 | map  16222 | icp ok  iter 13 corr  4496 rms 0.2633   57.60 ms | p=(  730.91   -85.23 -121.83) v=11.66 m/s [KF]
