[INFO] [1789104081.553537444] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-plane ICP)
[INFO] [1789104081.553613840] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789104081.553622125] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789104081.553628363] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789104081.553635722] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789104087.081139235] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789104095.514447028] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401388.483 | feat 4303/11907 | map  20637 | icp ok  iter  4 corr  3261 rms 0.0455   19.60 ms | p=(  674.08  -432.09   5.73) v=6.37 m/s [KF]
[lio] t=1317401388.587 | feat 4224/11946 | map  20600 | icp ok  iter  4 corr  3237 rms 0.0538   17.78 ms | p=(  673.44  -432.23   5.76) v=6.35 m/s
[lio] t=1317401388.691 | feat 4121/11763 | map  20600 | icp ok  iter  4 corr  3153 rms 0.0433   19.44 ms | p=(  672.76  -432.37   5.79) v=6.52 m/s [KF]
[lio] t=1317401388.795 | feat 3978/11744 | map  20503 | icp ok  iter  5 corr  3026 rms 0.0339   21.71 ms | p=(  672.08  -432.52   5.82) v=6.66 m/s
[lio] t=1317401388.899 | feat 4107/11830 | map  20503 | icp ok  iter  6 corr  3069 rms 0.0432   29.24 ms | p=(  671.42  -432.66   5.84) v=6.64 m/s [KF]
[lio] t=1317401389.003 | feat 4034/11700 | map  20519 | icp ok  iter  4 corr  2974 rms 0.0513   16.61 ms | p=(  670.73  -432.80   5.87) v=6.74 m/s
[lio] t=1317401389.107 | feat 4031/11703 | map  20519 | icp ok  iter  4 corr  2977 rms 0.0566   17.63 ms | p=(  670.02  -432.94   5.90) v=6.89 m/s [KF]
[lio] t=1317401389.211 | feat 4064/11844 | map  20512 | icp ok  iter  4 corr  3027 rms 0.0431   18.39 ms | p=(  669.29  -433.07   5.94) v=7.06 m/s
[lio] t=1317401389.315 | feat 3870/11624 | map  20512 | icp ok  iter 12 corr  2796 rms 0.0463   51.54 ms | p=(  668.56  -433.21   5.96) v=7.19 m/s [KF]
[lio] t=1317401389.419 | feat 3844/11696 | map  20427 | icp ok  iter  5 corr  2816 rms 0.0503   21.00 ms | p=(  667.80  -433.33   5.99) v=7.35 m/s
[lio] t=1317401389.523 | feat 3724/11732 | map  20427 | icp ok  iter  4 corr  2679 rms 0.0375   14.84 ms | p=(  667.03  -433.45   6.02) v=7.50 m/s [KF]
[lio] t=1317401389.627 | feat 3797/11731 | map  20370 | icp ok  iter  5 corr  2771 rms 0.0761   20.71 ms | p=(  666.27  -433.57   6.07) v=7.54 m/s
[lio] t=1317401389.731 | feat 3781/11697 | map  20370 | icp ok  iter  4 corr  2764 rms 0.0522   15.93 ms | p=(  665.48  -433.68   6.10) v=7.68 m/s [KF]
[lio] t=1317401389.835 | feat 3810/11687 | map  20316 | icp ok  iter  5 corr  2886 rms 0.0375   21.20 ms | p=(  664.66  -433.79   6.14) v=7.88 m/s
[lio] t=1317401389.939 | feat 3589/11458 | map  20316 | icp ok  iter  5 corr  2595 rms 0.0468   19.72 ms | p=(  663.86  -433.90   6.17) v=7.92 m/s [KF]
[lio] t=1317401390.043 | feat 3612/11457 | map  20259 | icp ok  iter  3 corr  2688 rms 0.0526   12.54 ms | p=(  663.03  -434.01   6.21) v=8.02 m/s
[lio] t=1317401390.147 | feat 3545/11344 | map  20259 | icp ok  iter  5 corr  2586 rms 0.0609   19.40 ms | p=(  662.19  -434.10   6.25) v=8.14 m/s [KF]
[lio] t=1317401390.251 | feat 3424/11191 | map  20198 | icp ok  iter  4 corr  2608 rms 0.0555   15.48 ms | p=(  661.35  -434.20   6.28) v=8.19 m/s
[lio] t=1317401390.355 | feat 3247/11009 | map  20198 | icp ok  iter  6 corr  2326 rms 0.0448   20.93 ms | p=(  660.49  -434.29   6.32) v=8.26 m/s [KF]
[lio] t=1317401390.459 | feat 3068/10814 | map  20169 | icp ok  iter  4 corr  2273 rms 0.0661   13.39 ms | p=(  659.63  -434.38   6.35) v=8.23 m/s
[lio] t=1317401390.563 | feat 3063/10569 | map  20169 | icp ok  iter  4 corr  2124 rms 0.0413   12.85 ms | p=(  658.75  -434.45   6.39) v=8.41 m/s [KF]
[lio] t=1317401390.667 | feat 3012/10446 | map  20099 | icp ok  iter  5 corr  2131 rms 0.0537   15.68 ms | p=(  657.89  -434.52   6.43) v=8.33 m/s
[lio] t=1317401390.771 | feat 3034/10502 | map  20099 | icp ok  iter  5 corr  2061 rms 0.0569   15.70 ms | p=(  657.02  -434.58   6.47) v=8.32 m/s [KF]
[lio] t=1317401390.875 | feat 3208/10849 | map  20069 | icp ok  iter  6 corr  2274 rms 0.0448   19.57 ms | p=(  656.17  -434.61   6.50) v=8.23 m/s
[lio] t=1317401390.979 | feat 3080/10970 | map  20069 | icp ok  iter  4 corr  2067 rms 0.0500   12.89 ms | p=(  655.34  -434.65   6.53) v=8.05 m/s [KF]
[lio] t=1317401391.083 | feat 3143/11054 | map  20049 | icp ok  iter  5 corr  2042 rms 0.0537   17.23 ms | p=(  654.50  -434.70   6.56) v=8.06 m/s
[lio] t=1317401391.187 | feat 3250/11501 | map  20049 | icp ok  iter 12 corr  2030 rms 0.0793   43.70 ms | p=(  653.60  -434.72   6.59) v=8.36 m/s [KF]
[lio] t=1317401391.292 | feat 3484/11850 | map  20174 | icp ok  iter  5 corr  2297 rms 0.0721   18.92 ms | p=(  652.73  -434.73   6.61) v=8.33 m/s
[lio] t=1317401391.396 | feat 3626/12457 | map  20174 | icp ok  iter  4 corr  2260 rms 0.0702   14.96 ms | p=(  651.87  -434.68   6.64) v=8.26 m/s [KF]
[lio] t=1317401391.500 | feat 3681/12693 | map  20278 | icp ok  iter  4 corr  2379 rms 0.0574   16.11 ms | p=(  651.00  -434.66   6.68) v=8.28 m/s
[lio] t=1317401391.604 | feat 3704/12763 | map  20278 | icp ok  iter 12 corr  2313 rms 0.0725   48.34 ms | p=(  650.12  -434.59   6.73) v=8.38 m/s [KF]
[lio] t=1317401391.708 | feat 3664/12793 | map  20423 | icp ok  iter  5 corr  2371 rms 0.0517   20.12 ms | p=(  649.26  -434.51   6.78) v=8.34 m/s
[lio] t=1317401391.812 | feat 3761/12994 | map  20423 | icp ok  iter  5 corr  2426 rms 0.0586   20.12 ms | p=(  648.31  -434.42   6.84) v=8.79 m/s [KF]
[lio] t=1317401391.916 | feat 3971/13126 | map  20571 | icp ok  iter 12 corr  2556 rms 0.0540   55.03 ms | p=(  647.27  -434.35   6.90) v=9.53 m/s [KF]
[lio] t=1317401392.020 | feat 3936/12993 | map  20705 | icp ok  iter  7 corr  2655 rms 0.0444   30.52 ms | p=(  646.43  -434.20   6.95) v=8.67 m/s
[lio] t=1317401392.124 | feat 4040/12866 | map  20705 | icp ok  iter  5 corr  2640 rms 0.0564   21.89 ms | p=(  645.59  -434.03   7.00) v=8.37 m/s [KF]
[lio] t=1317401392.228 | feat 4004/12775 | map  20991 | icp ok  iter  7 corr  2641 rms 0.0481   29.77 ms | p=(  644.66  -433.85   7.04) v=8.78 m/s
[lio] t=1317401392.332 | feat 4028/12828 | map  20991 | icp ok  iter  9 corr  2623 rms 0.0603   39.62 ms | p=(  643.89  -433.63   7.08) v=8.11 m/s [KF]
[lio] t=1317401392.436 | feat 4087/12862 | map  21280 | icp ok  iter  7 corr  2773 rms 0.0516   33.68 ms | p=(  643.04  -433.39   7.13) v=8.32 m/s
[lio] t=1317401392.540 | feat 4085/13067 | map  21280 | icp ok  iter  5 corr  2769 rms 0.0521   22.02 ms | p=(  642.18  -433.12   7.18) v=8.47 m/s [KF]
[lio] t=1317401392.644 | feat 4016/12979 | map  21488 | icp ok  iter  6 corr  2804 rms 0.0581   28.33 ms | p=(  641.35  -432.87   7.21) v=8.37 m/s
[lio] t=1317401392.748 | feat 3987/12819 | map  21488 | icp ok  iter  7 corr  2660 rms 0.0545   31.27 ms | p=(  640.57  -432.57   7.24) v=8.14 m/s [KF]
[lio] t=1317401392.852 | feat 3878/12801 | map  21574 | icp ok  iter 12 corr  2652 rms 0.0783   53.66 ms | p=(  639.72  -432.29   7.29) v=8.37 m/s
[lio] t=1317401392.956 | feat 3999/13024 | map  21574 | icp ok  iter  6 corr  2758 rms 0.0524   24.88 ms | p=(  638.98  -431.98   7.31) v=7.94 m/s [KF]
[lio] t=1317401393.059 | feat 4001/13093 | map  21499 | icp ok  iter 12 corr  2807 rms 0.0520   58.13 ms | p=(  638.26  -431.67   7.33) v=7.70 m/s
[lio] t=1317401393.163 | feat 3811/13016 | map  21499 | icp ok  iter  7 corr  2682 rms 0.0388   28.77 ms | p=(  637.41  -431.34   7.35) v=8.32 m/s [KF]
[lio] t=1317401393.267 | feat 3757/12855 | map  21386 | icp ok  iter  5 corr  2645 rms 0.0377   19.12 ms | p=(  636.63  -431.03   7.38) v=8.15 m/s
[lio] t=1317401393.371 | feat 3779/12849 | map  21386 | icp ok  iter  7 corr  2653 rms 0.0463   30.39 ms | p=(  635.84  -430.68   7.41) v=8.19 m/s [KF]
[lio] t=1317401393.474 | feat 3818/13010 | map  21281 | icp ok  iter  4 corr  2704 rms 0.0464   16.38 ms | p=(  635.10  -430.38   7.43) v=7.87 m/s
[lio] t=1317401393.578 | feat 3857/13099 | map  21281 | icp ok  iter  4 corr  2633 rms 0.0597   16.47 ms | p=(  634.38  -430.04   7.45) v=7.70 m/s [KF]
[lio] t=1317401393.682 | feat 3868/12966 | map  21239 | icp ok  iter  5 corr  2652 rms 0.0506   20.74 ms | p=(  633.62  -429.68   7.48) v=7.88 m/s
[lio] t=1317401393.786 | feat 3933/12885 | map  21239 | icp ok  iter  5 corr  2659 rms 0.0538   21.99 ms | p=(  632.86  -429.35   7.51) v=7.90 m/s [KF]
[lio] t=1317401393.889 | feat 3916/12828 | map  21187 | icp ok  iter  3 corr  2688 rms 0.0473   14.49 ms | p=(  632.07  -428.98   7.54) v=8.15 m/s
[lio] t=1317401393.993 | feat 3908/12854 | map  21187 | icp ok  iter  4 corr  2618 rms 0.0578   16.21 ms | p=(  631.36  -428.61   7.57) v=7.85 m/s [KF]
[lio] t=1317401394.097 | feat 4011/12831 | map  21256 | icp ok  iter  5 corr  2781 rms 0.0452   22.43 ms | p=(  630.57  -428.24   7.62) v=8.18 m/s
[lio] t=1317401394.201 | feat 3936/12660 | map  21256 | icp ok  iter  4 corr  2638 rms 0.0507   16.04 ms | p=(  629.85  -427.87   7.66) v=7.92 m/s [KF]
[lio] t=1317401394.305 | feat 3848/12619 | map  21279 | icp ok  iter  4 corr  2704 rms 0.0619   18.62 ms | p=(  629.13  -427.48   7.69) v=7.87 m/s
[lio] t=1317401394.408 | feat 3711/12450 | map  21279 | icp ok  iter  4 corr  2513 rms 0.0645   16.31 ms | p=(  628.40  -427.08   7.73) v=7.98 m/s [KF]
[lio] t=1317401394.512 | feat 3643/12500 | map  21152 | icp ok  iter  5 corr  2460 rms 0.0380   18.60 ms | p=(  627.66  -426.68   7.78) v=8.05 m/s
[lio] t=1317401394.616 | feat 3542/12396 | map  21152 | icp ok  iter  4 corr  2359 rms 0.0518   13.68 ms | p=(  626.90  -426.30   7.81) v=8.12 m/s [KF]
[lio] t=1317401394.720 | feat 3404/12225 | map  21020 | icp ok  iter  5 corr  2271 rms 0.0475   16.78 ms | p=(  626.16  -425.90   7.84) v=8.08 m/s
[lio] t=1317401394.823 | feat 3351/12137 | map  21020 | icp ok  iter  4 corr  2196 rms 0.0569   14.18 ms | p=(  625.41  -425.52   7.86) v=8.09 m/s [KF]
[lio] t=1317401394.927 | feat 3270/12015 | map  20961 | icp ok  iter  4 corr  2208 rms 0.0650   14.18 ms | p=(  624.68  -425.12   7.89) v=8.09 m/s
[lio] t=1317401395.031 | feat 2923/11505 | map  20961 | icp ok  iter  4 corr  1970 rms 0.0511   12.78 ms | p=(  623.89  -424.72   7.93) v=8.36 m/s [KF]
[lio] t=1317401395.135 | feat 2716/11209 | map  20792 | icp ok  iter  5 corr  1896 rms 0.0681   15.23 ms | p=(  623.17  -424.36   7.96) v=7.97 m/s
[lio] t=1317401395.238 | feat 2429/10978 | map  20792 | icp ok  iter  5 corr  1673 rms 0.0714   13.68 ms | p=(  622.34  -424.00   8.00) v=8.35 m/s [KF]
[lio] t=1317401395.342 | feat 2376/10957 | map  20446 | icp ok  iter  5 corr  1686 rms 0.0655   13.50 ms | p=(  621.61  -423.63   8.04) v=8.06 m/s
[lio] t=1317401395.446 | feat 2272/10784 | map  20446 | icp ok  iter  3 corr  1560 rms 0.0498    8.07 ms | p=(  620.88  -423.25   8.06) v=7.95 m/s [KF]
[lio] t=1317401395.550 | feat 2382/10654 | map  20055 | icp ok  iter  4 corr  1675 rms 0.0503    9.76 ms | p=(  620.11  -422.90   8.08) v=8.02 m/s
[lio] t=1317401395.654 | feat 2264/10605 | map  20055 | icp ok  iter  5 corr  1525 rms 0.0456   12.39 ms | p=(  619.35  -422.57   8.09) v=7.95 m/s [KF]
[lio] t=1317401395.757 | feat 2163/10383 | map  19594 | icp ok  iter  4 corr  1504 rms 0.0536    9.70 ms | p=(  618.58  -422.19   8.12) v=8.12 m/s
[lio] t=1317401395.861 | feat 2068/10149 | map  19594 | icp ok  iter  4 corr  1476 rms 0.0457   10.05 ms | p=(  617.81  -421.88   8.15) v=7.98 m/s [KF]
[lio] t=1317401395.965 | feat 1972/9776 | map  19051 | icp ok  iter 12 corr  1487 rms 0.0588   26.92 ms | p=(  617.02  -421.51   8.19) v=8.24 m/s
[lio] t=1317401396.069 | feat 1890/9648 | map  19051 | icp ok  iter  4 corr  1397 rms 0.0473    9.24 ms | p=(  616.28  -421.20   8.22) v=7.86 m/s [KF]
[lio] t=1317401396.173 | feat 1889/9776 | map  18622 | icp ok  iter  4 corr  1358 rms 0.0722    8.24 ms | p=(  615.52  -420.87   8.24) v=7.91 m/s
[lio] t=1317401396.277 | feat 1835/9675 | map  18622 | icp ok  iter  5 corr  1346 rms 0.0819   10.11 ms | p=(  614.74  -420.53   8.26) v=8.01 m/s [KF]
[lio] t=1317401396.381 | feat 1800/9587 | map  18221 | icp ok  iter  5 corr  1299 rms 0.0498    9.69 ms | p=(  613.99  -420.22   8.28) v=7.82 m/s
[lio] t=1317401396.485 | feat 1814/9652 | map  18221 | icp ok  iter  3 corr  1310 rms 0.0764    6.70 ms | p=(  613.23  -419.90   8.31) v=7.89 m/s [KF]
[lio] t=1317401396.589 | feat 1725/9613 | map  17846 | icp ok  iter  4 corr  1294 rms 0.0469    6.91 ms | p=(  612.48  -419.61   8.34) v=7.72 m/s
[lio] t=1317401396.693 | feat 1711/9447 | map  17846 | icp ok  iter  5 corr  1245 rms 0.0529    8.61 ms | p=(  611.71  -419.29   8.36) v=7.86 m/s [KF]
[lio] t=1317401396.797 | feat 1705/9288 | map  17551 | icp ok  iter  3 corr  1233 rms 0.0682    6.10 ms | p=(  610.94  -418.99   8.38) v=7.90 m/s
[lio] t=1317401396.901 | feat 1646/9125 | map  17551 | icp ok  iter  6 corr  1231 rms 0.0589   11.17 ms | p=(  610.18  -418.69   8.40) v=7.88 m/s [KF]
[lio] t=1317401397.005 | feat 1624/9208 | map  17315 | icp ok  iter  4 corr  1211 rms 0.0682    7.33 ms | p=(  609.44  -418.37   8.43) v=7.82 m/s
[lio] t=1317401397.108 | feat 1579/9277 | map  17315 | icp ok  iter  5 corr  1124 rms 0.0771    8.45 ms | p=(  608.65  -418.04   8.47) v=8.00 m/s [KF]
[lio] t=1317401397.212 | feat 1575/9391 | map  17037 | icp ok  iter  5 corr  1149 rms 0.0681    8.68 ms | p=(  607.94  -417.74   8.51) v=7.66 m/s
[lio] t=1317401397.316 | feat 1697/9236 | map  17037 | icp ok  iter  6 corr  1218 rms 0.0654   10.85 ms | p=(  607.14  -417.44   8.54) v=7.97 m/s [KF]
[lio] t=1317401397.420 | feat 1691/9104 | map  16802 | icp ok  iter  4 corr  1274 rms 0.0597    7.21 ms | p=(  606.38  -417.13   8.57) v=7.91 m/s
[lio] t=1317401397.524 | feat 1578/8996 | map  16802 | icp ok  iter  6 corr  1171 rms 0.0622    9.87 ms | p=(  605.61  -416.83   8.60) v=7.94 m/s [KF]
[lio] t=1317401397.628 | feat 1521/8909 | map  16441 | icp ok  iter  4 corr  1102 rms 0.0538    7.32 ms | p=(  604.85  -416.51   8.64) v=7.89 m/s
[lio] t=1317401397.732 | feat 1520/8893 | map  16441 | icp ok  iter  4 corr  1084 rms 0.0671    6.58 ms | p=(  604.05  -416.20   8.67) v=8.11 m/s [KF]
[lio] t=1317401397.836 | feat 1577/8876 | map  16061 | icp ok  iter 12 corr  1188 rms 0.0834   21.51 ms | p=(  603.31  -415.94   8.70) v=7.78 m/s
[lio] t=1317401397.940 | feat 1568/8957 | map  16061 | icp ok  iter  4 corr  1106 rms 0.0765    7.14 ms | p=(  602.51  -415.64   8.74) v=8.03 m/s [KF]
[lio] t=1317401398.043 | feat 1488/8898 | map  15792 | icp ok  iter  5 corr  1114 rms 0.0472    7.16 ms | p=(  601.73  -415.33   8.77) v=8.09 m/s
[lio] t=1317401398.147 | feat 1516/8922 | map  15792 | icp ok  iter  6 corr  1097 rms 0.0669   10.04 ms | p=(  600.95  -415.06   8.81) v=7.95 m/s [KF]
[lio] t=1317401398.251 | feat 1502/8819 | map  15463 | icp ok  iter  4 corr  1129 rms 0.0567    6.57 ms | p=(  600.14  -414.78   8.85) v=8.10 m/s
[lio] t=1317401398.355 | feat 1326/8652 | map  15463 | icp ok  iter  4 corr   979 rms 0.0870    5.92 ms | p=(  599.37  -414.50   8.89) v=7.97 m/s [KF]
[lio] t=1317401398.459 | feat 1290/8601 | map  15062 | icp ok  iter 12 corr  1016 rms 0.0766   18.85 ms | p=(  598.57  -414.21   8.92) v=8.08 m/s
[lio] t=1317401398.563 | feat 1257/8571 | map  15062 | icp ok  iter  5 corr   998 rms 0.0618    7.36 ms | p=(  597.78  -413.94   8.95) v=8.07 m/s [KF]
[lio] t=1317401398.667 | feat 1360/8460 | map  14559 | icp ok  iter  5 corr  1079 rms 0.0607    7.99 ms | p=(  596.99  -413.65   8.98) v=8.11 m/s
[lio] t=1317401398.771 | feat 1390/8437 | map  14559 | icp ok  iter  5 corr  1069 rms 0.0807    9.14 ms | p=(  596.20  -413.32   9.02) v=8.16 m/s [KF]
[lio] t=1317401398.875 | feat 1320/8281 | map  14087 | icp ok  iter  3 corr  1039 rms 0.0477    4.92 ms | p=(  595.39  -413.07   9.05) v=8.13 m/s
[lio] t=1317401398.979 | feat 1318/8193 | map  14087 | icp ok  iter  4 corr  1057 rms 0.0620    6.49 ms | p=(  594.61  -412.75   9.08) v=8.09 m/s [KF]
[lio] t=1317401399.083 | feat 1282/8040 | map  13430 | icp ok  iter  6 corr  1008 rms 0.0840    8.75 ms | p=(  593.77  -412.49   9.11) v=8.30 m/s
[lio] t=1317401399.187 | feat 1233/7938 | map  13430 | icp ok  iter  7 corr  1004 rms 0.0764   10.17 ms | p=(  593.02  -412.20   9.13) v=7.92 m/s [KF]
[lio] t=1317401399.291 | feat 1223/7793 | map  12783 | icp ok  iter  4 corr   969 rms 0.0525    6.22 ms | p=(  592.18  -411.91   9.16) v=8.25 m/s
[lio] t=1317401399.395 | feat 1251/7762 | map  12783 | icp ok  iter  5 corr   975 rms 0.0806    7.60 ms | p=(  591.41  -411.64   9.18) v=8.01 m/s [KF]
[lio] t=1317401399.499 | feat 1276/7684 | map  12210 | icp ok  iter  3 corr  1056 rms 0.0630    5.00 ms | p=(  590.60  -411.32   9.21) v=8.19 m/s
[lio] t=1317401399.603 | feat 1303/7623 | map  12210 | icp ok  iter  5 corr  1052 rms 0.0609    7.72 ms | p=(  589.81  -411.05   9.24) v=8.05 m/s [KF]
[lio] t=1317401399.707 | feat 1341/7715 | map  11625 | icp ok  iter  4 corr  1076 rms 0.0544    6.41 ms | p=(  589.01  -410.76   9.27) v=8.09 m/s
[lio] t=1317401399.811 | feat 1252/7693 | map  11625 | icp ok  iter  4 corr   988 rms 0.0426    6.08 ms | p=(  588.23  -410.47   9.30) v=7.98 m/s [KF]
[lio] t=1317401399.915 | feat 1310/7611 | map  11065 | icp ok  iter  6 corr  1046 rms 0.0544    8.68 ms | p=(  587.44  -410.16   9.33) v=8.04 m/s
[lio] t=1317401400.019 | feat 1449/7741 | map  11065 | icp ok  iter  6 corr  1162 rms 0.0576   10.25 ms | p=(  586.68  -409.87   9.36) v=7.92 m/s [KF]
[lio] t=1317401400.123 | feat 1292/7582 | map  10599 | icp ok  iter  5 corr  1079 rms 0.0548    7.80 ms | p=(  585.89  -409.56   9.39) v=7.99 m/s
[lio] t=1317401400.227 | feat 1339/7519 | map  10599 | icp ok  iter  4 corr  1074 rms 0.0794    6.19 ms | p=(  585.12  -409.27   9.42) v=7.94 m/s [KF]
[lio] t=1317401400.331 | feat 1212/7357 | map  10206 | icp ok  iter  4 corr   997 rms 0.0880    5.70 ms | p=(  584.36  -408.95   9.45) v=7.86 m/s
[lio] t=1317401400.435 | feat 1130/7274 | map  10206 | icp ok  iter  4 corr   892 rms 0.0694    5.57 ms | p=(  583.61  -408.65   9.48) v=7.75 m/s [KF]
[lio] t=1317401400.539 | feat 1069/7219 | map   9812 | icp ok  iter  4 corr   865 rms 0.0537    4.62 ms | p=(  582.85  -408.34   9.51) v=7.80 m/s
[lio] t=1317401400.643 | feat 1169/7264 | map   9812 | icp ok  iter  5 corr   876 rms 0.0783    6.84 ms | p=(  582.08  -408.02   9.53) v=7.89 m/s [KF]
[lio] t=1317401400.747 | feat 1206/7310 | map   9655 | icp ok  iter  5 corr   921 rms 0.0554    6.66 ms | p=(  581.34  -407.71   9.57) v=7.78 m/s
[lio] t=1317401400.851 | feat 1222/7271 | map   9655 | icp ok  iter  4 corr   879 rms 0.1118    5.00 ms | p=(  580.61  -407.40   9.59) v=7.62 m/s [KF]
[lio] t=1317401400.954 | feat 1220/7114 | map   9560 | icp ok  iter  4 corr   956 rms 0.0560    5.37 ms | p=(  579.88  -407.07   9.62) v=7.64 m/s
[lio] t=1317401401.058 | feat 1175/6880 | map   9560 | icp ok  iter  4 corr   906 rms 0.0684    5.45 ms | p=(  579.14  -406.76   9.64) v=7.66 m/s [KF]
[lio] t=1317401401.162 | feat 1077/6845 | map   9485 | icp ok  iter  4 corr   810 rms 0.0597    5.02 ms | p=(  578.40  -406.42   9.67) v=7.71 m/s
[lio] t=1317401401.266 | feat 1071/6786 | map   9485 | icp ok  iter  5 corr   773 rms 0.0809    6.08 ms | p=(  577.73  -406.15   9.69) v=7.23 m/s [KF]
[lio] t=1317401401.370 | feat 1037/6702 | map   9352 | icp ok  iter  4 corr   769 rms 0.0514    4.46 ms | p=(  576.95  -405.79   9.71) v=7.84 m/s
[lio] t=1317401401.474 | feat 1038/6627 | map   9352 | icp ok  iter  4 corr   738 rms 0.0940    4.54 ms | p=(  576.23  -405.46   9.74) v=7.69 m/s [KF]
[lio] t=1317401401.578 | feat 1099/6620 | map   9246 | icp ok  iter  5 corr   773 rms 0.0836    5.82 ms | p=(  575.52  -405.18   9.76) v=7.47 m/s
[lio] t=1317401401.682 | feat 1032/6658 | map   9246 | icp ok  iter  5 corr   686 rms 0.0560    5.57 ms | p=(  574.74  -404.81   9.78) v=7.94 m/s [KF]
[lio] t=1317401401.786 | feat 1029/6562 | map   9143 | icp ok  iter  6 corr   757 rms 0.1027    6.82 ms | p=(  574.02  -404.53   9.82) v=7.60 m/s
[lio] t=1317401401.890 | feat  991/6416 | map   9143 | icp ok  iter  4 corr   663 rms 0.0926    4.14 ms | p=(  573.29  -404.18   9.84) v=7.73 m/s [KF]
[lio] t=1317401401.994 | feat 1010/6326 | map   8973 | icp ok  iter  4 corr   683 rms 0.1012    4.32 ms | p=(  572.56  -403.86   9.87) v=7.72 m/s
[lio] t=1317401402.098 | feat 1010/6337 | map   8973 | icp ok  iter  4 corr   669 rms 0.0471    4.02 ms | p=(  571.82  -403.53   9.89) v=7.75 m/s [KF]
[lio] t=1317401402.202 | feat  952/6285 | map   8841 | icp ok  iter  7 corr   624 rms 0.0518    6.63 ms | p=(  571.06  -403.17   9.92) v=7.94 m/s
[lio] t=1317401402.306 | feat  969/6254 | map   8841 | icp ok  iter  5 corr   642 rms 0.0584    5.05 ms | p=(  570.26  -402.84   9.94) v=8.21 m/s [KF]
[lio] t=1317401402.410 | feat 1016/6385 | map   8723 | icp ok  iter  5 corr   704 rms 0.0707    5.37 ms | p=(  569.51  -402.52   9.97) v=8.03 m/s
[lio] t=1317401402.514 | feat 1039/6343 | map   8723 | icp ok  iter  4 corr   714 rms 0.0401    4.05 ms | p=(  568.76  -402.18  10.00) v=8.00 m/s [KF]
[lio] t=1317401402.618 | feat 1072/6414 | map   8528 | icp ok  iter  5 corr   760 rms 0.0991    5.89 ms | p=(  568.02  -401.86  10.02) v=7.87 m/s
[lio] t=1317401402.722 | feat 1105/6497 | map   8528 | icp ok  iter  5 corr   723 rms 0.0697    5.42 ms | p=(  567.24  -401.51  10.05) v=8.14 m/s [KF]
[lio] t=1317401402.826 | feat 1161/6736 | map   8405 | icp ok  iter  4 corr   797 rms 0.0753    4.56 ms | p=(  566.44  -401.17  10.08) v=8.30 m/s
[lio] t=1317401402.930 | feat 1186/6793 | map   8405 | icp ok  iter  3 corr   806 rms 0.0603    3.89 ms | p=(  565.65  -400.80  10.10) v=8.42 m/s [KF]
[lio] t=1317401403.034 | feat 1167/6833 | map   8305 | icp ok  iter 12 corr   791 rms 0.0540   13.48 ms | p=(  564.88  -400.45  10.13) v=8.28 m/s
[lio] t=1317401403.138 | feat 1189/6815 | map   8305 | icp ok  iter  3 corr   812 rms 0.0577    4.24 ms | p=(  564.05  -400.06  10.16) v=8.66 m/s [KF]
[lio] t=1317401403.242 | feat 1214/6882 | map   8158 | icp ok  iter  3 corr   863 rms 0.0735    3.86 ms | p=(  563.22  -399.68  10.19) v=8.74 m/s
[lio] t=1317401403.346 | feat 1251/6968 | map   8158 | icp ok  iter  6 corr   922 rms 0.0752    8.69 ms | p=(  562.43  -399.34  10.21) v=8.50 m/s [KF]
[lio] t=1317401403.449 | feat 1355/7083 | map   8057 | icp ok  iter  4 corr  1055 rms 0.0961    6.15 ms | p=(  561.58  -398.93  10.24) v=8.83 m/s
[lio] t=1317401403.553 | feat 1321/7145 | map   8057 | icp ok  iter  3 corr  1020 rms 0.0668    5.41 ms | p=(  560.73  -398.55  10.27) v=8.93 m/s [KF]
[lio] t=1317401403.657 | feat 1291/7044 | map   7992 | icp ok  iter  4 corr  1032 rms 0.0406    5.92 ms | p=(  559.89  -398.16  10.30) v=8.93 m/s
[lio] t=1317401403.761 | feat 1398/7204 | map   7992 | icp ok  iter  5 corr  1061 rms 0.0781    8.03 ms | p=(  559.08  -397.79  10.32) v=8.73 m/s [KF]
[lio] t=1317401403.865 | feat 1357/7221 | map   7974 | icp ok  iter  4 corr  1047 rms 0.0723    6.03 ms | p=(  558.20  -397.41  10.36) v=9.00 m/s
[lio] t=1317401403.969 | feat 1282/7214 | map   7974 | icp ok  iter  4 corr   943 rms 0.0557    5.61 ms | p=(  557.37  -397.04  10.38) v=8.87 m/s [KF]
[lio] t=1317401404.073 | feat 1204/7293 | map   7818 | icp ok  iter 12 corr   968 rms 0.0571   18.06 ms | p=(  556.51  -396.65  10.40) v=9.01 m/s
