[INFO] [1789098663.004232884] [lidar_inertial_odometer]: lidar_inertial_odometer ready (fused point-to-point + point-to-plane ICP)
[INFO] [1789098663.004316795] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789098663.004325119] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789098663.004331253] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789098663.004338427] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789098663.004343877] [lidar_inertial_odometer]:   icp    : alpha (point) 0, beta (plane) 1, huber 0.2 m
[INFO] [1789098668.525020541] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789098676.951969996] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401368.428 | feat 2391/8987 | map  11522 | icp ok  iter  3 corr  1943 rms 0.0753    9.37 ms | p=(  681.68  -303.05   5.12) v=10.60 m/s [KF]
[lio] t=1317401368.532 | feat 2462/9032 | map  11719 | icp ok  iter  4 corr  2008 rms 0.0537   13.86 ms | p=(  681.86  -304.09   5.12) v=10.31 m/s [KF]
[lio] t=1317401368.636 | feat 2454/9160 | map  11831 | icp ok  iter  4 corr  1985 rms 0.0540   13.31 ms | p=(  682.05  -305.15   5.12) v=10.37 m/s [KF]
[lio] t=1317401368.740 | feat 2445/9177 | map  11955 | icp ok  iter  3 corr  1945 rms 0.0398   11.05 ms | p=(  682.24  -306.25   5.12) v=10.58 m/s [KF]
[lio] t=1317401368.844 | feat 2527/9242 | map  12029 | icp ok  iter  4 corr  2051 rms 0.0822   15.00 ms | p=(  682.42  -307.27   5.11) v=10.21 m/s [KF]
[lio] t=1317401368.948 | feat 2401/9114 | map  12060 | icp ok  iter  5 corr  1900 rms 0.0392   17.29 ms | p=(  682.61  -308.39   5.12) v=10.66 m/s [KF]
[lio] t=1317401369.051 | feat 2420/8971 | map  12055 | icp ok  iter  4 corr  1913 rms 0.0737   14.61 ms | p=(  682.81  -309.46   5.11) v=10.54 m/s [KF]
[lio] t=1317401369.155 | feat 2523/9262 | map  12130 | icp ok  iter  4 corr  1906 rms 0.0481   14.05 ms | p=(  682.99  -310.58   5.11) v=10.75 m/s [KF]
[lio] t=1317401369.259 | feat 2550/9173 | map  12155 | icp ok  iter  4 corr  1919 rms 0.0342   14.36 ms | p=(  683.17  -311.57   5.11) v=10.11 m/s [KF]
[lio] t=1317401369.363 | feat 2600/9294 | map  12192 | icp ok  iter  5 corr  1924 rms 0.0533   17.75 ms | p=(  683.37  -312.71   5.11) v=10.68 m/s [KF]
[lio] t=1317401369.467 | feat 2580/9437 | map  12203 | icp ok  iter  5 corr  1938 rms 0.0477   17.80 ms | p=(  683.55  -313.75   5.11) v=10.40 m/s [KF]
[lio] t=1317401369.571 | feat 2707/9598 | map  12200 | icp ok  iter  4 corr  2038 rms 0.0426   13.69 ms | p=(  683.73  -314.80   5.11) v=10.27 m/s [KF]
[lio] t=1317401369.675 | feat 2686/9592 | map  12174 | icp ok  iter  4 corr  2079 rms 0.0412   14.58 ms | p=(  683.93  -315.92   5.10) v=10.68 m/s [KF]
[lio] t=1317401369.778 | feat 2692/9519 | map  12248 | icp ok  iter  3 corr  2097 rms 0.0365   10.96 ms | p=(  684.10  -316.96   5.11) v=10.35 m/s [KF]
[lio] t=1317401369.882 | feat 2714/9604 | map  12256 | icp ok  iter  4 corr  2115 rms 0.0520   13.89 ms | p=(  684.30  -318.05   5.10) v=10.57 m/s [KF]
[lio] t=1317401369.986 | feat 2779/9557 | map  12315 | icp ok  iter  4 corr  2172 rms 0.0504   15.20 ms | p=(  684.48  -319.08   5.10) v=10.25 m/s [KF]
[lio] t=1317401370.090 | feat 2805/9761 | map  12376 | icp ok  iter  4 corr  2182 rms 0.0414   15.51 ms | p=(  684.65  -320.11   5.10) v=10.09 m/s [KF]
[lio] t=1317401370.194 | feat 2761/9750 | map  12409 | icp ok  iter  4 corr  2171 rms 0.0369   14.69 ms | p=(  684.83  -321.14   5.10) v=10.05 m/s [KF]
[lio] t=1317401370.298 | feat 2802/9830 | map  12443 | icp ok  iter  4 corr  2226 rms 0.0345   15.27 ms | p=(  685.01  -322.20   5.09) v=10.22 m/s [KF]
[lio] t=1317401370.401 | feat 2724/9919 | map  12457 | icp ok  iter  4 corr  2135 rms 0.0570   14.05 ms | p=(  685.20  -323.29   5.08) v=10.44 m/s [KF]
[lio] t=1317401370.505 | feat 2700/9948 | map  12425 | icp ok  iter  4 corr  2127 rms 0.0487   15.41 ms | p=(  685.36  -324.29   5.08) v=10.02 m/s [KF]
[lio] t=1317401370.609 | feat 2716/9963 | map  12385 | icp ok  iter  3 corr  2173 rms 0.0427   11.95 ms | p=(  685.54  -325.34   5.08) v=10.15 m/s [KF]
[lio] t=1317401370.713 | feat 2712/9895 | map  12404 | icp ok  iter  4 corr  2144 rms 0.0412   14.85 ms | p=(  685.73  -326.41   5.07) v=10.34 m/s [KF]
[lio] t=1317401370.817 | feat 2597/9858 | map  12389 | icp ok  iter  5 corr  2031 rms 0.0614   16.14 ms | p=(  685.90  -327.40   5.07) v=9.92 m/s [KF]
[lio] t=1317401370.920 | feat 2629/9853 | map  12406 | icp ok  iter  4 corr  2086 rms 0.0433   15.81 ms | p=(  686.08  -328.49   5.07) v=10.33 m/s [KF]
[lio] t=1317401371.024 | feat 2738/9877 | map  12433 | icp ok  iter  4 corr  2147 rms 0.0436   14.34 ms | p=(  686.24  -329.47   5.06) v=9.83 m/s
[lio] t=1317401371.128 | feat 2777/9879 | map  12433 | icp ok  iter  3 corr  2185 rms 0.0422   11.12 ms | p=(  686.42  -330.49   5.06) v=9.91 m/s [KF]
[lio] t=1317401371.232 | feat 2746/9956 | map  12543 | icp ok  iter  4 corr  2151 rms 0.0342   13.69 ms | p=(  686.60  -331.53   5.05) v=10.02 m/s [KF]
[lio] t=1317401371.335 | feat 2778/9993 | map  12687 | icp ok  iter  4 corr  2171 rms 0.0458   14.24 ms | p=(  686.77  -332.55   5.05) v=9.97 m/s [KF]
[lio] t=1317401371.439 | feat 2654/9832 | map  12822 | icp ok  iter  3 corr  2147 rms 0.0474   11.70 ms | p=(  686.95  -333.55   5.05) v=9.79 m/s [KF]
[lio] t=1317401371.543 | feat 2770/9835 | map  12963 | icp ok  iter  4 corr  2219 rms 0.0582   17.15 ms | p=(  687.13  -334.60   5.04) v=10.10 m/s [KF]
[lio] t=1317401371.647 | feat 2667/9744 | map  13162 | icp ok  iter  4 corr  2153 rms 0.0631   15.04 ms | p=(  687.30  -335.55   5.04) v=9.55 m/s
[lio] t=1317401371.751 | feat 2779/9996 | map  13162 | icp ok  iter  5 corr  2168 rms 0.0570   20.49 ms | p=(  687.47  -336.54   5.03) v=9.63 m/s [KF]
[lio] t=1317401371.854 | feat 2852/9995 | map  13436 | icp ok  iter  4 corr  2181 rms 0.0695   15.40 ms | p=(  687.66  -337.55   5.03) v=9.76 m/s [KF]
[lio] t=1317401371.958 | feat 2791/10094 | map  13628 | icp ok  iter  4 corr  2179 rms 0.0464   15.02 ms | p=(  687.84  -338.49   5.03) v=9.38 m/s
[lio] t=1317401372.062 | feat 2825/10172 | map  13628 | icp ok  iter  4 corr  2181 rms 0.0540   15.97 ms | p=(  688.05  -339.48   5.03) v=9.61 m/s [KF]
[lio] t=1317401372.165 | feat 2715/10114 | map  13774 | icp ok  iter  6 corr  2043 rms 0.0415   21.43 ms | p=(  688.27  -340.48   5.02) v=9.74 m/s [KF]
[lio] t=1317401372.269 | feat 2794/10254 | map  13871 | icp ok  iter  4 corr  2115 rms 0.0447   13.87 ms | p=(  688.51  -341.41   5.01) v=9.42 m/s
[lio] t=1317401372.373 | feat 2836/10222 | map  13871 | icp ok  iter  5 corr  2098 rms 0.0384   18.82 ms | p=(  688.75  -342.34   5.01) v=9.33 m/s [KF]
[lio] t=1317401372.476 | feat 2850/10244 | map  13865 | icp ok  iter 12 corr  2082 rms 0.0355   48.33 ms | p=(  689.02  -343.29   5.00) v=9.43 m/s
[lio] t=1317401372.580 | feat 2956/10070 | map  13865 | icp ok  iter  5 corr  2129 rms 0.0525   20.43 ms | p=(  689.31  -344.22   4.99) v=9.37 m/s [KF]
[lio] t=1317401372.684 | feat 2937/10098 | map  13949 | icp ok  iter  4 corr  2138 rms 0.0415   15.66 ms | p=(  689.61  -345.11   4.99) v=9.14 m/s
[lio] t=1317401372.788 | feat 3093/10071 | map  13949 | icp ok  iter  4 corr  2164 rms 0.0447   17.17 ms | p=(  689.94  -345.98   4.98) v=9.04 m/s [KF]
[lio] t=1317401372.891 | feat 3127/10286 | map  13986 | icp ok  iter  4 corr  2271 rms 0.0609   16.71 ms | p=(  690.30  -346.92   4.96) v=9.45 m/s [KF]
[lio] t=1317401372.995 | feat 3102/10437 | map  14076 | icp ok  iter  4 corr  2152 rms 0.0446   15.20 ms | p=(  690.66  -347.75   4.95) v=8.99 m/s
[lio] t=1317401373.099 | feat 3110/10434 | map  14076 | icp ok  iter  3 corr  2167 rms 0.0631   12.95 ms | p=(  691.07  -348.63   4.94) v=9.19 m/s [KF]
[lio] t=1317401373.202 | feat 3124/10690 | map  14144 | icp ok  iter  5 corr  2142 rms 0.0497   19.73 ms | p=(  691.48  -349.49   4.91) v=9.20 m/s
[lio] t=1317401373.306 | feat 3245/10877 | map  14144 | icp ok  iter  6 corr  2236 rms 0.0421   23.68 ms | p=(  691.92  -350.35   4.90) v=9.29 m/s [KF]
[lio] t=1317401373.410 | feat 3409/11222 | map  14204 | icp ok  iter  4 corr  2305 rms 0.0881   18.85 ms | p=(  692.37  -351.09   4.89) v=8.72 m/s
[lio] t=1317401373.514 | feat 3538/11297 | map  14204 | icp ok  iter  5 corr  2391 rms 0.0982   23.63 ms | p=(  692.87  -351.97   4.87) v=9.37 m/s [KF]
[lio] t=1317401373.617 | feat 3664/11541 | map  14286 | icp ok  iter  5 corr  2516 rms 0.0589   21.54 ms | p=(  693.34  -352.73   4.86) v=8.98 m/s
[lio] t=1317401373.721 | feat 3822/11773 | map  14286 | icp ok  iter  4 corr  2543 rms 0.0449   19.98 ms | p=(  693.86  -353.53   4.83) v=9.11 m/s [KF]
[lio] t=1317401373.825 | feat 3953/12023 | map  14277 | icp ok  iter  3 corr  2680 rms 0.0619   15.28 ms | p=(  694.39  -354.31   4.81) v=9.17 m/s
[lio] t=1317401373.929 | feat 4060/12257 | map  14277 | icp ok  iter  4 corr  2702 rms 0.0607   20.79 ms | p=(  694.93  -355.11   4.79) v=9.26 m/s [KF]
[lio] t=1317401374.033 | feat 4209/12463 | map  14437 | icp ok  iter  3 corr  2823 rms 0.0494   16.28 ms | p=(  695.51  -355.91   4.76) v=9.45 m/s
[lio] t=1317401374.137 | feat 4274/12673 | map  14437 | icp ok  iter  4 corr  2912 rms 0.0430   21.77 ms | p=(  696.07  -356.68   4.75) v=9.29 m/s [KF]
[lio] t=1317401374.240 | feat 4447/12960 | map  14608 | icp ok  iter  4 corr  3089 rms 0.0468   21.82 ms | p=(  696.66  -357.45   4.73) v=9.39 m/s
[lio] t=1317401374.344 | feat 4322/13001 | map  14608 | icp ok  iter  5 corr  2860 rms 0.0396   26.49 ms | p=(  697.25  -358.20   4.70) v=9.25 m/s [KF]
[lio] t=1317401374.448 | feat 4539/13225 | map  14729 | icp ok  iter  4 corr  3007 rms 0.0515   22.93 ms | p=(  697.85  -358.91   4.66) v=9.11 m/s
[lio] t=1317401374.552 | feat 4468/13267 | map  14729 | icp ok  iter  4 corr  2990 rms 0.0706   22.87 ms | p=(  698.46  -359.72   4.64) v=9.50 m/s [KF]
[lio] t=1317401374.656 | feat 4609/13368 | map  14924 | icp ok  iter  5 corr  2986 rms 0.0586   28.94 ms | p=(  699.03  -360.41   4.61) v=9.00 m/s
[lio] t=1317401374.760 | feat 4740/13452 | map  14924 | icp ok  iter  4 corr  3115 rms 0.0518   24.07 ms | p=(  699.67  -361.20   4.58) v=9.50 m/s [KF]
[lio] t=1317401374.864 | feat 4604/13637 | map  15238 | icp ok  iter  4 corr  3085 rms 0.0411   21.17 ms | p=(  700.30  -361.95   4.55) v=9.44 m/s
[lio] t=1317401374.968 | feat 4560/13496 | map  15238 | icp ok  iter  4 corr  3034 rms 0.0498   23.04 ms | p=(  700.88  -362.67   4.53) v=9.08 m/s [KF]
[lio] t=1317401375.073 | feat 4499/13375 | map  15379 | icp ok  iter  5 corr  3054 rms 0.0652   29.67 ms | p=(  701.49  -363.45   4.50) v=9.37 m/s
[lio] t=1317401375.177 | feat 4506/13340 | map  15379 | icp ok  iter  5 corr  3003 rms 0.0677   30.20 ms | p=(  702.10  -364.17   4.48) v=9.18 m/s [KF]
[lio] t=1317401375.281 | feat 4596/13518 | map  15647 | icp ok  iter  5 corr  3064 rms 0.0696   31.13 ms | p=(  702.71  -364.96   4.45) v=9.42 m/s
[lio] t=1317401375.385 | feat 4592/13562 | map  15647 | icp ok  iter  5 corr  3038 rms 0.0676   28.76 ms | p=(  703.28  -365.72   4.43) v=9.26 m/s [KF]
[lio] t=1317401375.489 | feat 4755/13584 | map  15970 | icp ok  iter  6 corr  3269 rms 0.0787   39.11 ms | p=(  703.86  -366.43   4.40) v=8.98 m/s
[lio] t=1317401375.593 | feat 4651/13608 | map  15970 | icp ok  iter  4 corr  3084 rms 0.0759   25.53 ms | p=(  704.43  -367.22   4.38) v=9.17 m/s [KF]
[lio] t=1317401375.698 | feat 4540/13653 | map  16372 | icp ok  iter  5 corr  3083 rms 0.0623   29.57 ms | p=(  704.98  -368.01   4.35) v=9.22 m/s
[lio] t=1317401375.802 | feat 4673/13630 | map  16372 | icp ok  iter  7 corr  3079 rms 0.0577   43.82 ms | p=(  705.50  -368.75   4.33) v=8.90 m/s [KF]
[lio] t=1317401375.906 | feat 4505/13671 | map  16764 | icp ok  iter  4 corr  3075 rms 0.0649   25.12 ms | p=(  706.03  -369.53   4.31) v=9.00 m/s
[lio] t=1317401376.010 | feat 4597/13721 | map  16764 | icp ok  iter  4 corr  3037 rms 0.0835   24.28 ms | p=(  706.53  -370.35   4.29) v=9.12 m/s [KF]
[lio] t=1317401376.114 | feat 4464/13703 | map  17201 | icp ok  iter  4 corr  3136 rms 0.0650   24.41 ms | p=(  706.99  -371.16   4.26) v=9.03 m/s
[lio] t=1317401376.218 | feat 4467/13811 | map  17201 | icp ok  iter  3 corr  3010 rms 0.0671   17.18 ms | p=(  707.42  -371.96   4.24) v=8.85 m/s [KF]
[lio] t=1317401376.322 | feat 4548/13867 | map  17662 | icp ok  iter  4 corr  3099 rms 0.0614   24.87 ms | p=(  707.83  -372.80   4.24) v=8.94 m/s
[lio] t=1317401376.427 | feat 4725/14070 | map  17662 | icp ok  iter  3 corr  3175 rms 0.0696   19.02 ms | p=(  708.22  -373.63   4.26) v=8.83 m/s [KF]
[lio] t=1317401376.531 | feat 4706/14208 | map  18136 | icp ok  iter  4 corr  3263 rms 0.0609   25.74 ms | p=(  708.61  -374.48   4.24) v=8.94 m/s
[lio] t=1317401376.635 | feat 4726/14273 | map  18136 | icp ok  iter  4 corr  3281 rms 0.0540   26.13 ms | p=(  708.95  -375.34   4.23) v=8.92 m/s [KF]
[lio] t=1317401376.739 | feat 4757/14101 | map  18609 | icp ok  iter  5 corr  3391 rms 0.0531   33.32 ms | p=(  709.31  -376.21   4.21) v=9.07 m/s
[lio] t=1317401376.843 | feat 4813/14111 | map  18609 | icp ok  iter  5 corr  3433 rms 0.0661   33.90 ms | p=(  709.59  -377.09   4.20) v=8.93 m/s [KF]
[lio] t=1317401376.947 | feat 4872/14067 | map  18945 | icp ok  iter  3 corr  3533 rms 0.0453   20.50 ms | p=(  709.89  -377.97   4.19) v=9.01 m/s
[lio] t=1317401377.051 | feat 4770/13963 | map  18945 | icp ok  iter  3 corr  3421 rms 0.0637   19.15 ms | p=(  710.16  -378.89   4.18) v=9.15 m/s [KF]
[lio] t=1317401377.155 | feat 4577/13882 | map  19352 | icp ok  iter  5 corr  3244 rms 0.0448   31.11 ms | p=(  710.40  -379.77   4.18) v=8.95 m/s
[lio] t=1317401377.259 | feat 4396/13850 | map  19352 | icp ok  iter  4 corr  3075 rms 0.0501   23.64 ms | p=(  710.63  -380.73   4.17) v=9.31 m/s [KF]
[lio] t=1317401377.363 | feat 4313/13300 | map  19710 | icp ok  iter  5 corr  3098 rms 0.0513   28.80 ms | p=(  710.82  -381.62   4.17) v=9.02 m/s
[lio] t=1317401377.467 | feat 4013/13057 | map  19710 | icp ok  iter  3 corr  2893 rms 0.0475   17.16 ms | p=(  711.01  -382.57   4.17) v=9.24 m/s [KF]
[lio] t=1317401377.570 | feat 3846/12752 | map  20015 | icp ok  iter  4 corr  2862 rms 0.0425   21.44 ms | p=(  711.19  -383.48   4.17) v=9.13 m/s
[lio] t=1317401377.674 | feat 3774/12328 | map  20015 | icp ok  iter  5 corr  2808 rms 0.0616   27.75 ms | p=(  711.35  -384.50   4.18) v=9.64 m/s [KF]
[lio] t=1317401377.778 | feat 3740/12150 | map  20128 | icp ok  iter  5 corr  2759 rms 0.0540   25.83 ms | p=(  711.50  -385.42   4.17) v=9.33 m/s
[lio] t=1317401377.882 | feat 3617/11684 | map  20128 | icp ok  iter  4 corr  2618 rms 0.0499   19.72 ms | p=(  711.63  -386.40   4.17) v=9.44 m/s [KF]
[lio] t=1317401377.986 | feat 3416/11128 | map  20264 | icp ok  iter  5 corr  2548 rms 0.0411   23.94 ms | p=(  711.74  -387.36   4.18) v=9.43 m/s
[lio] t=1317401378.089 | feat 3403/10558 | map  20264 | icp ok  iter  6 corr  2578 rms 0.0570   27.61 ms | p=(  711.84  -388.37   4.17) v=9.69 m/s [KF]
[lio] t=1317401378.193 | feat 3309/10034 | map  20488 | icp ok  iter  5 corr  2531 rms 0.0489   22.99 ms | p=(  711.95  -389.35   4.18) v=9.66 m/s
[lio] t=1317401378.297 | feat 3207/9570 | map  20488 | icp ok  iter  4 corr  2303 rms 0.0552   16.97 ms | p=(  712.03  -390.31   4.17) v=9.48 m/s [KF]
[lio] t=1317401378.401 | feat 3173/9349 | map  20542 | icp ok  iter  4 corr  2368 rms 0.0443   16.60 ms | p=(  712.12  -391.33   4.18) v=9.78 m/s [KF]
[lio] t=1317401378.505 | feat 2986/9375 | map  20640 | icp ok  iter  3 corr  2202 rms 0.0500   12.43 ms | p=(  712.20  -392.36   4.16) v=9.89 m/s [KF]
[lio] t=1317401378.608 | feat 2875/9409 | map  20697 | icp ok  iter  5 corr  2149 rms 0.0411   18.48 ms | p=(  712.26  -393.37   4.17) v=9.85 m/s [KF]
[lio] t=1317401378.712 | feat 2875/9430 | map  20684 | icp ok  iter  4 corr  2156 rms 0.0444   15.02 ms | p=(  712.34  -394.41   4.15) v=10.05 m/s [KF]
[lio] t=1317401378.816 | feat 2894/9347 | map  20592 | icp ok  iter  3 corr  2120 rms 0.0452   11.43 ms | p=(  712.40  -395.44   4.15) v=10.04 m/s [KF]
[lio] t=1317401378.920 | feat 2738/9309 | map  20533 | icp ok  iter  3 corr  2013 rms 0.0460   10.30 ms | p=(  712.46  -396.48   4.13) v=10.05 m/s [KF]
[lio] t=1317401379.023 | feat 2697/9108 | map  20453 | icp ok  iter  5 corr  2013 rms 0.0505   17.03 ms | p=(  712.52  -397.52   4.13) v=10.11 m/s [KF]
[lio] t=1317401379.127 | feat 2772/9036 | map  20357 | icp ok  iter  4 corr  1962 rms 0.0550   14.89 ms | p=(  712.59  -398.58   4.12) v=10.21 m/s [KF]
[lio] t=1317401379.231 | feat 2800/8923 | map  20345 | icp ok  iter  4 corr  1970 rms 0.0507   14.64 ms | p=(  712.64  -399.65   4.11) v=10.28 m/s [KF]
[lio] t=1317401379.335 | feat 2874/8938 | map  20261 | icp ok  iter  4 corr  2043 rms 0.0918   15.09 ms | p=(  712.71  -400.69   4.10) v=10.11 m/s [KF]
[lio] t=1317401379.438 | feat 2843/8879 | map  20152 | icp ok  iter  5 corr  2008 rms 0.1035   18.91 ms | p=(  712.76  -401.73   4.10) v=10.08 m/s [KF]
[lio] t=1317401379.542 | feat 3046/9182 | map  20085 | icp ok  iter  4 corr  2167 rms 0.0575   16.34 ms | p=(  712.82  -402.77   4.08) v=10.07 m/s [KF]
[lio] t=1317401379.646 | feat 3106/9322 | map  20016 | icp ok  iter  4 corr  2198 rms 0.0524   14.79 ms | p=(  712.87  -403.82   4.10) v=10.07 m/s [KF]
[lio] t=1317401379.750 | feat 3353/9468 | map  19950 | icp ok  iter  4 corr  2413 rms 0.0499   17.20 ms | p=(  712.91  -404.86   4.09) v=10.00 m/s [KF]
[lio] t=1317401379.854 | feat 3329/9446 | map  19915 | icp ok  iter  4 corr  2399 rms 0.0464   16.66 ms | p=(  712.96  -405.90   4.08) v=10.02 m/s [KF]
[lio] t=1317401379.957 | feat 3643/10001 | map  19827 | icp ok  iter  3 corr  2585 rms 0.0430   13.81 ms | p=(  713.00  -406.93   4.08) v=9.93 m/s [KF]
[lio] t=1317401380.061 | feat 3809/10411 | map  19713 | icp ok  iter 12 corr  2666 rms 0.0454   57.34 ms | p=(  713.03  -407.94   4.07) v=9.75 m/s [KF]
[lio] t=1317401380.165 | feat 3889/10618 | map  19699 | icp ok  iter  3 corr  2845 rms 0.0535   14.98 ms | p=(  713.05  -408.96   4.08) v=9.67 m/s [KF]
[lio] t=1317401380.269 | feat 4046/11006 | map  19581 | icp ok  iter  5 corr  3002 rms 0.0433   27.29 ms | p=(  713.06  -409.91   4.08) v=9.24 m/s
[lio] t=1317401380.373 | feat 4173/11285 | map  19581 | icp ok  iter  4 corr  3059 rms 0.0416   21.83 ms | p=(  713.07  -410.88   4.09) v=9.11 m/s [KF]
[lio] t=1317401380.477 | feat 4140/11484 | map  19418 | icp ok  iter  4 corr  3109 rms 0.0374   22.76 ms | p=(  713.07  -411.78   4.09) v=8.65 m/s
[lio] t=1317401380.581 | feat 4140/11550 | map  19418 | icp ok  iter  5 corr  3046 rms 0.0463   27.87 ms | p=(  713.05  -412.72   4.08) v=8.69 m/s [KF]
[lio] t=1317401380.685 | feat 4255/11721 | map  19094 | icp ok  iter  4 corr  3220 rms 0.0466   22.74 ms | p=(  713.01  -413.54   4.09) v=7.96 m/s
[lio] t=1317401380.789 | feat 4309/12021 | map  19094 | icp ok  iter  4 corr  3102 rms 0.0627   24.82 ms | p=(  712.96  -414.38   4.10) v=7.85 m/s [KF]
[lio] t=1317401380.893 | feat 4279/11980 | map  19060 | icp ok  iter  4 corr  3040 rms 0.0514   22.94 ms | p=(  712.87  -415.18   4.08) v=7.58 m/s
[lio] t=1317401380.998 | feat 4269/12093 | map  19060 | icp ok  iter  5 corr  3024 rms 0.0471   29.38 ms | p=(  712.78  -415.92   4.10) v=7.07 m/s [KF]
[lio] t=1317401381.102 | feat 4225/12055 | map  19098 | icp ok  iter  5 corr  3009 rms 0.0499   28.80 ms | p=(  712.66  -416.64   4.10) v=6.83 m/s
[lio] t=1317401381.206 | feat 4069/12194 | map  19098 | icp ok  iter 12 corr  2867 rms 0.0726   65.99 ms | p=(  712.53  -417.34   4.12) v=6.62 m/s [KF]
[lio] t=1317401381.311 | feat 4030/12113 | map  19115 | icp ok  iter  6 corr  2864 rms 0.0709   33.72 ms | p=(  712.33  -418.00   4.11) v=6.45 m/s
[lio] t=1317401381.415 | feat 4061/12050 | map  19115 | icp ok  iter  4 corr  2835 rms 0.0570   23.18 ms | p=(  712.14  -418.66   4.13) v=6.36 m/s [KF]
[lio] t=1317401381.519 | feat 4241/12273 | map  19355 | icp ok  iter  4 corr  2969 rms 0.0601   23.28 ms | p=(  711.93  -419.29   4.14) v=6.32 m/s
[lio] t=1317401381.623 | feat 4332/12487 | map  19355 | icp ok  iter  4 corr  2979 rms 0.0532   24.31 ms | p=(  711.76  -419.89   4.13) v=6.07 m/s [KF]
[lio] t=1317401381.728 | feat 4411/12533 | map  19685 | icp ok  iter  6 corr  3097 rms 0.0502   36.00 ms | p=(  711.45  -420.47   4.12) v=6.11 m/s
[lio] t=1317401381.832 | feat 4278/12413 | map  19685 | icp ok  iter  8 corr  2950 rms 0.0505   46.53 ms | p=(  711.20  -421.02   4.12) v=5.91 m/s [KF]
[lio] t=1317401381.936 | feat 4404/12478 | map  19888 | icp ok  iter  4 corr  3058 rms 0.0512   23.76 ms | p=(  710.83  -421.63   4.14) v=6.39 m/s
[lio] t=1317401382.041 | feat 4201/12481 | map  19888 | icp ok  iter  4 corr  2893 rms 0.0438   22.15 ms | p=(  710.51  -422.13   4.15) v=5.90 m/s [KF]
[lio] t=1317401382.145 | feat 4203/12509 | map  20053 | icp ok  iter  5 corr  2880 rms 0.0565   26.83 ms | p=(  710.14  -422.63   4.17) v=5.95 m/s
[lio] t=1317401382.249 | feat 4318/12413 | map  20053 | icp ok  iter  4 corr  2892 rms 0.0662   23.20 ms | p=(  709.73  -423.09   4.19) v=5.89 m/s [KF]
[lio] t=1317401382.353 | feat 4405/12178 | map  20365 | icp ok  iter  3 corr  3053 rms 0.0527   16.95 ms | p=(  709.31  -423.55   4.22) v=5.90 m/s
[lio] t=1317401382.457 | feat 4427/12060 | map  20365 | icp ok  iter  8 corr  2978 rms 0.0531   45.26 ms | p=(  708.88  -423.99   4.24) v=5.88 m/s [KF]
[lio] t=1317401382.561 | feat 4370/12031 | map  20655 | icp ok  iter  3 corr  3032 rms 0.0472   18.89 ms | p=(  708.40  -424.40   4.26) v=6.02 m/s
[lio] t=1317401382.665 | feat 4546/12084 | map  20655 | icp ok  iter  6 corr  3114 rms 0.0513   36.56 ms | p=(  707.93  -424.81   4.28) v=5.97 m/s [KF]
[lio] t=1317401382.769 | feat 4602/12065 | map  20941 | icp ok  iter  7 corr  3215 rms 0.0468   42.70 ms | p=(  707.40  -425.19   4.29) v=6.19 m/s
[lio] t=1317401382.873 | feat 4499/11789 | map  20941 | icp ok  iter  6 corr  3007 rms 0.0473   34.08 ms | p=(  706.86  -425.53   4.31) v=6.15 m/s [KF]
[lio] t=1317401382.977 | feat 4536/11943 | map  21270 | icp ok  iter  5 corr  3195 rms 0.0469   29.07 ms | p=(  706.30  -425.86   4.33) v=6.25 m/s
[lio] t=1317401383.081 | feat 4547/11838 | map  21270 | icp ok  iter  3 corr  3154 rms 0.0498   19.53 ms | p=(  705.72  -426.17   4.35) v=6.30 m/s [KF]
[lio] t=1317401383.185 | feat 4468/11727 | map  21500 | icp ok  iter  4 corr  3079 rms 0.0527   23.79 ms | p=(  705.11  -426.44   4.37) v=6.39 m/s
[lio] t=1317401383.289 | feat 4576/11680 | map  21500 | icp ok  iter  3 corr  3113 rms 0.0615   19.10 ms | p=(  704.49  -426.71   4.39) v=6.49 m/s [KF]
[lio] t=1317401383.393 | feat 4601/11673 | map  21675 | icp ok  iter  4 corr  3172 rms 0.0427   23.33 ms | p=(  703.84  -426.94   4.41) v=6.59 m/s
[lio] t=1317401383.497 | feat 4668/11845 | map  21675 | icp ok  iter  6 corr  3180 rms 0.0540   35.94 ms | p=(  703.18  -427.15   4.44) v=6.61 m/s [KF]
[lio] t=1317401383.601 | feat 4713/11820 | map  21981 | icp ok  iter  6 corr  3277 rms 0.0482   36.58 ms | p=(  702.52  -427.35   4.48) v=6.65 m/s
[lio] t=1317401383.705 | feat 4844/11687 | map  21981 | icp ok  iter  5 corr  3296 rms 0.0494   29.31 ms | p=(  701.84  -427.51   4.51) v=6.64 m/s [KF]
[lio] t=1317401383.808 | feat 4671/11559 | map  22174 | icp ok  iter  6 corr  3135 rms 0.0423   35.63 ms | p=(  701.17  -427.69   4.54) v=6.64 m/s
